PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,DetStatus,NDet,NObs,LastObs,HZ
HD 7570_2,HD 7570,1.977,0.063,1.73,5.46,15.261,1.14,2.004,0.133,306.901,2.039,0.289,1,4,7,2036.534,True
HD 7570_3,HD 7570,3.034,0.079,1.364,2.113,15.261,1.14,2.004,0.186,335.061,2.914,0.444,0,0,7,2036.534,False
HD 7570_4,HD 7570,0.569,0.099,0.726,0.218,15.261,1.14,2.004,0.032,199.442,0.547,0.583,0,0,7,2036.534,False
HD 84117_2,HD 84117,0.48,0.183,0.807,0.221,14.951,1.14,1.977,0.027,284.812,0.566,0.049,0,0,7,2036.536,False
HD 84117_3,HD 84117,2.469,0.127,0.583,0.082,14.951,1.14,1.977,0.121,94.246,2.238,0.668,0,0,7,2036.536,False
HD 84117_5,HD 84117,2.421,0.095,0.605,0.152,14.951,1.14,1.977,0.148,8.432,2.214,0.277,0,0,7,2036.536,False
HD 190248_1,HD 190248,1.11,0.055,1.408,1.805,6.099,0.94,1.25,0.17,66.065,1.078,0.468,1,5,7,2036.537,True
HD 190248_2,HD 190248,3.754,0.072,1.017,1.843,6.099,0.94,1.25,0.588,299.432,3.965,0.561,0,0,7,2036.537,False
HD 190248_3,HD 190248,1.406,0.139,0.51,0.145,6.099,0.94,1.25,0.197,74.053,1.444,0.092,0,0,7,2036.537,True
HD 34411_0,HD 34411,0.295,0.082,3.192,20.914,12.562,1.08,1.732,0.023,114.282,0.301,0.439,0,0,7,2036.538,False
HD 34411_1,HD 34411,1.539,0.078,0.897,0.594,12.562,1.08,1.732,0.116,147.742,1.631,0.127,0,3,7,2036.538,True
HD 34411_3,HD 34411,1.691,0.074,0.798,0.788,12.562,1.08,1.732,0.084,213.439,1.78,0.026,0,0,7,2036.538,True
HD 203608_0,HD 203608,2.203,0.092,1.79,8.196,9.258,1.14,1.466,0.225,240.183,2.403,0.109,0,3,7,2036.54,False
HD 203608_1,HD 203608,2.342,0.1,0.502,0.084,9.258,1.14,1.466,0.063,164.493,2.13,0.002,0,0,7,2036.54,False
HD 203608_2,HD 203608,2.74,0.062,1.086,2.044,9.258,1.14,1.466,0.097,121.367,2.571,0.005,0,0,7,2036.54,False
HD 203608_5,HD 203608,4.293,0.038,0.929,1.188,9.258,1.14,1.466,0.152,173.694,4.456,0.003,0,0,7,2036.54,False
HD 203608_6,HD 203608,0.526,0.072,0.985,0.835,9.258,1.14,1.466,0.053,346.476,0.491,0.322,0,1,7,2036.54,False
HD 160691_0,HD 160691,1.46,0.051,0.67,0.222,15.604,1.0,1.899,0.074,8.987,1.525,0.719,0,0,7,2036.541,True
HD 160691_1,HD 160691,0.274,0.085,0.88,0.654,15.604,1.0,1.899,0.017,195.676,0.272,0.214,0,0,7,2036.541,False
HD 160691_2,HD 160691,0.346,0.144,0.58,0.113,15.604,1.0,1.899,0.008,204.203,0.301,0.008,0,0,7,2036.541,False
HD 160691_3,HD 160691,0.123,0.058,0.556,0.116,15.604,1.0,1.899,0.007,67.086,0.126,0.537,0,0,7,2036.541,False
HD 160691_4,HD 160691,2.415,0.073,1.777,3.87,15.604,1.0,1.899,0.142,273.701,2.424,0.145,0,0,7,2036.541,False
HD 160691_6,HD 160691,2.937,0.058,2.424,7.702,15.604,1.0,1.899,0.156,134.558,2.81,0.609,0,0,7,2036.541,False
HD 160691_7,HD 160691,3.23,0.098,2.375,2.699,15.604,1.0,1.899,0.166,22.85,3.295,0.073,0,0,7,2036.541,False
HD 114710_0,HD 114710,1.415,0.117,0.681,0.481,9.197,1.11,1.357,0.125,190.411,1.58,0.741,0,0,7,2036.542,True
HD 114710_1,HD 114710,0.314,0.116,0.63,0.141,9.197,1.11,1.357,0.032,344.644,0.324,0.135,0,0,7,2036.542,False
HD 114710_2,HD 114710,2.258,0.018,0.683,0.149,9.197,1.11,1.357,0.236,94.77,2.296,0.497,0,0,7,2036.542,False
HD 114710_4,HD 114710,0.861,0.053,0.898,0.364,9.197,1.11,1.357,0.087,63.044,0.817,0.226,1,5,7,2036.542,False
HD 114710_5,HD 114710,0.124,0.109,3.108,4.801,9.197,1.11,1.357,0.009,138.57,0.111,0.736,0,0,7,2036.542,False
HD 1581_1,HD 1581,1.541,0.046,2.633,4.55,8.607,1.11,1.262,0.138,331.094,1.474,0.672,1,5,7,2036.544,True
HD 1581_2,HD 1581,0.181,0.101,0.988,0.788,8.607,1.11,1.262,0.003,253.067,0.163,0.0,0,0,7,2036.544,False
HD 1581_3,HD 1581,1.491,0.126,2.76,9.091,8.607,1.11,1.262,0.187,123.234,1.661,0.203,1,4,7,2036.544,True
HD 1581_4,HD 1581,0.208,0.109,2.378,7.928,8.607,1.11,1.262,0.025,179.714,0.23,0.507,0,0,7,2036.544,False
HD 90839_0,HD 90839,3.665,0.022,0.781,0.406,12.945,1.18,1.605,0.222,38.247,3.713,0.068,0,0,7,2036.545,False
HD 90839_1,HD 90839,0.191,0.094,1.403,1.498,12.945,1.18,1.605,0.013,319.057,0.176,0.163,0,0,7,2036.545,False
HD 90839_2,HD 90839,3.378,0.112,1.125,1.163,12.945,1.18,1.605,0.288,318.992,3.747,0.267,0,0,7,2036.545,False
HD 90839_5,HD 90839,0.15,0.051,2.273,7.359,12.945,1.18,1.605,0.009,216.21,0.153,0.076,0,0,7,2036.545,False
HD 33262 A_0,HD 33262 A,4.098,0.155,0.949,1.396,11.693,1.14,1.466,0.174,186.117,4.69,0.009,0,0,7,2036.547,False
HD 33262 A_1,HD 33262 A,3.3,0.062,1.368,3.018,11.693,1.14,1.466,0.265,189.492,3.15,0.233,0,0,7,2036.547,False
HD 33262 A_2,HD 33262 A,3.337,0.087,0.965,0.878,11.693,1.14,1.466,0.303,274.476,3.579,0.254,0,0,7,2036.547,False
HD 33262 A_4,HD 33262 A,1.015,0.091,2.255,4.512,11.693,1.14,1.466,0.025,218.943,1.057,0.002,0,3,7,2036.547,True
HD 33262 A_5,HD 33262 A,0.358,0.206,1.487,4.188,11.693,1.14,1.466,0.016,350.636,0.32,0.027,0,0,7,2036.547,False
HD 33262 A_6,HD 33262 A,0.874,0.139,0.646,0.237,11.693,1.14,1.466,0.033,129.351,0.807,0.013,0,2,7,2036.547,False
HD 33262 A_8,HD 33262 A,0.199,0.101,2.893,19.25,11.693,1.14,1.466,0.009,5.952,0.193,0.857,0,0,7,2036.547,False
HD 109358_0,HD 109358,0.599,0.064,0.661,0.181,8.473,1.08,1.151,0.064,126.633,0.566,0.464,1,7,7,2036.548,False
HD 109358_1,HD 109358,0.313,0.024,1.946,4.902,8.473,1.08,1.151,0.018,213.149,0.305,0.015,0,0,7,2036.548,False
HD 109358_3,HD 109358,0.172,0.066,1.409,3.279,8.473,1.08,1.151,0.011,325.596,0.183,0.016,0,0,7,2036.548,False
HD 109358_4,HD 109358,1.488,0.078,0.58,0.237,8.473,1.08,1.151,0.157,200.342,1.372,0.208,0,0,7,2036.548,True
HD 109358_5,HD 109358,3.968,0.05,3.285,8.264,8.473,1.08,1.151,0.181,275.093,3.806,0.007,0,0,7,2036.548,False
HD 95128_1,HD 95128,2.285,0.074,0.586,0.123,13.887,1.07,1.577,0.124,46.093,2.272,0.063,0,0,7,2036.549,False
HD 95128_2,HD 95128,4.586,0.035,0.538,0.151,13.887,1.07,1.577,0.119,220.237,4.746,0.005,0,0,7,2036.549,False
HD 95128_3,HD 95128,0.343,0.031,2.771,11.324,13.887,1.07,1.577,0.02,275.811,0.333,0.659,0,0,7,2036.549,False
HD 95128_4,HD 95128,2.15,0.173,1.218,1.843,13.887,1.07,1.577,0.114,156.533,1.781,0.58,1,1,7,2036.549,False
HD 95128_5,HD 95128,0.6,0.105,2.299,6.552,13.887,1.07,1.577,0.035,169.888,0.543,0.119,0,0,7,2036.549,False
HD 95128_6,HD 95128,0.335,0.024,2.419,6.471,13.887,1.07,1.577,0.025,200.196,0.342,0.308,0,0,7,2036.549,False
HD 95128_7,HD 95128,0.847,0.089,1.394,2.221,13.887,1.07,1.577,0.054,221.107,0.868,0.104,0,0,7,2036.549,False
HD 95128_8,HD 95128,0.588,0.034,2.182,4.922,13.887,1.07,1.577,0.028,11.577,0.594,0.038,0,0,7,2036.549,False
HD 143761_0,HD 143761,2.268,0.052,0.622,0.266,17.511,0.97,1.812,0.053,55.067,2.173,0.009,0,0,7,2036.551,False
HD 143761_3,HD 143761,0.463,0.017,0.834,0.418,17.511,0.97,1.812,0.024,60.836,0.458,0.532,0,0,7,2036.551,False
HD 143761_4,HD 143761,1.096,0.157,0.808,2.884,17.511,0.97,1.812,0.044,51.322,0.963,0.669,0,2,7,2036.551,False
HD 143761_5,HD 143761,0.834,0.096,1.155,1.238,17.511,0.97,1.812,0.037,225.979,0.886,0.053,0,0,7,2036.551,False
HD 143761_7,HD 143761,2.609,0.089,2.154,7.734,17.511,0.97,1.812,0.11,32.326,2.835,0.041,0,0,7,2036.551,False
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,2.632,18.202,1.18,1.826,0.11,341.942,2.04,0.414,0,0,7,2036.552,True
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,6.607,18.202,1.18,1.826,0.003,323.25,0.142,0.004,0,0,7,2036.552,False
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,2.732,18.202,1.18,1.826,0.018,31.75,0.611,0.859,0,0,7,2036.552,False
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.199,18.202,1.18,1.826,0.007,148.561,0.123,0.322,0,0,7,2036.552,False
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,10.554,18.202,1.18,1.826,0.017,236.898,0.669,0.904,0,0,7,2036.552,False
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,3.348,18.202,1.18,1.826,0.024,342.036,1.179,0.006,0,0,7,2036.552,False
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.058,18.202,1.18,1.826,0.081,53.064,1.997,0.733,0,0,7,2036.552,True
HD 17051_0,HD 17051,1.593,0.055,0.8,0.347,17.357,1.14,1.737,0.054,74.439,1.563,0.027,0,0,7,2036.553,True
HD 17051_1,HD 17051,2.146,0.107,1.035,1.601,17.357,1.14,1.737,0.114,236.789,2.03,0.208,0,0,7,2036.553,False
HD 17051_2,HD 17051,4.311,0.108,1.302,1.937,17.357,1.14,1.737,0.171,345.619,3.904,0.064,0,0,7,2036.553,False
HD 165499_0,HD 165499,3.777,0.071,0.637,0.343,17.753,1.08,1.731,0.053,124.563,3.885,0.002,0,0,7,2036.555,False
HD 165499_1,HD 165499,0.192,0.04,0.654,0.282,17.753,1.08,1.731,0.004,302.023,0.2,0.004,0,0,7,2036.555,False
HD 165499_3,HD 165499,0.221,0.065,0.75,0.344,17.753,1.08,1.731,0.008,20.07,0.231,0.831,0,0,7,2036.555,False
HD 165499_4,HD 165499,1.569,0.062,3.377,30.496,17.753,1.08,1.731,0.075,164.854,1.532,0.112,0,3,7,2036.555,True
HD 10700_0,HD 10700,1.625,0.099,0.563,0.132,3.652,0.94,0.506,0.397,90.469,1.464,0.391,0,0,7,2036.556,False
HD 86728 A_0,HD 86728 A,0.138,0.113,0.53,0.096,14.926,1.0,1.378,0.008,351.336,0.146,0.671,0,0,7,2036.558,False
HD 86728 A_1,HD 86728 A,1.194,0.049,0.519,0.097,14.926,1.0,1.378,0.071,67.6,1.247,0.097,0,0,7,2036.558,True
HD 86728 A_2,HD 86728 A,1.586,0.024,0.736,0.333,14.926,1.0,1.378,0.108,349.676,1.622,0.249,0,0,7,2036.558,True
HD 86728 A_3,HD 86728 A,0.34,0.077,0.971,1.049,14.926,1.0,1.378,0.017,339.984,0.317,0.655,0,0,7,2036.558,False
HD 86728 A_4,HD 86728 A,3.143,0.15,2.985,25.307,14.926,1.0,1.378,0.169,194.894,3.183,0.075,0,4,7,2036.558,False
HD 86728 A_5,HD 86728 A,0.238,0.132,1.155,1.588,14.926,1.0,1.378,0.013,272.569,0.208,0.489,0,0,7,2036.558,False
HD 86728 A_6,HD 86728 A,2.84,0.137,2.462,4.922,14.926,1.0,1.378,0.21,126.069,3.216,0.214,0,5,7,2036.558,False
HD 20794_0,HD 20794,4.322,0.17,2.962,5.482,6.041,0.97,0.654,0.605,147.668,3.827,0.184,0,0,7,2036.559,False
HD 20794_1,HD 20794,2.398,0.095,1.302,1.627,6.041,0.97,0.654,0.307,279.431,2.622,0.755,1,1,7,2036.559,False
HD 115617_0,HD 115617,1.956,0.004,0.732,0.391,8.534,0.97,0.825,0.224,320.209,1.951,0.43,0,0,7,2036.56,False
HD 115617_1,HD 115617,0.76,0.09,2.931,3.775,8.534,0.97,0.825,0.082,239.383,0.825,0.098,1,4,7,2036.56,True
HD 115617_2,HD 115617,0.621,0.047,0.562,0.132,8.534,0.97,0.825,0.064,293.018,0.631,0.109,0,1,7,2036.56,False
HD 115617_3,HD 115617,0.199,0.073,3.38,20.4,8.534,0.97,0.825,0.018,200.014,0.208,0.717,0,0,7,2036.56,False
HD 115617_4,HD 115617,2.599,0.104,0.763,0.211,8.534,0.97,0.825,0.22,70.243,2.689,0.762,0,0,7,2036.56,False
HD 115617_5,HD 115617,2.098,0.045,1.487,5.131,8.534,0.97,0.825,0.188,240.048,2.173,0.057,0,0,7,2036.56,False
HD 115617_6,HD 115617,3.003,0.084,0.942,0.716,8.534,0.97,0.825,0.375,79.983,3.238,0.246,0,0,7,2036.56,False
HD 53705_0,HD 53705,0.273,0.081,1.735,7.702,17.059,1.04,1.49,0.013,235.293,0.292,0.066,0,0,7,2036.562,False
HD 53705_1,HD 53705,2.604,0.083,3.306,29.747,17.059,1.04,1.49,0.164,106.326,2.816,0.385,1,7,7,2036.562,False
HD 53705_2,HD 53705,1.597,0.089,2.478,5.883,17.059,1.04,1.49,0.058,166.649,1.739,0.842,0,3,7,2036.562,True
HD 53705_3,HD 53705,0.715,0.026,1.359,2.07,17.059,1.04,1.49,0.039,331.86,0.72,0.542,0,0,7,2036.562,False
HD 53705_4,HD 53705,0.527,0.092,2.437,20.655,17.059,1.04,1.49,0.028,268.585,0.502,0.501,0,0,7,2036.562,False
HD 55575_0,HD 55575,1.084,0.09,0.727,0.609,16.852,1.14,1.463,0.061,70.262,1.181,0.608,1,2,7,2036.563,True
HD 55575_1,HD 55575,0.133,0.053,0.578,0.106,16.852,1.14,1.463,0.005,244.499,0.138,0.027,0,0,7,2036.563,False
HD 20630_1,HD 20630,0.648,0.142,1.547,2.557,9.276,0.98,0.857,0.075,214.358,0.703,0.408,1,7,7,2036.564,False
HD 20630_5,HD 20630,1.387,0.083,0.621,0.155,9.276,0.98,0.857,0.129,162.909,1.291,0.151,0,0,7,2036.564,True
HD 102365_0,HD 102365,1.154,0.024,2.235,6.312,9.319,1.02,0.844,0.113,143.109,1.15,0.141,1,7,7,2036.566,True
HD 102365_1,HD 102365,4.021,0.031,1.113,3.548,9.319,1.02,0.844,0.366,354.405,4.073,0.093,0,0,7,2036.566,False
HD 102365_2,HD 102365,0.113,0.031,0.976,1.053,9.319,1.02,0.844,0.007,245.652,0.117,0.854,0,0,7,2036.566,False
HD 39091_1,HD 39091,3.12,0.028,1.191,1.233,18.287,1.08,1.533,0.164,64.679,3.044,0.244,0,0,7,2036.567,False
HD 39091_2,HD 39091,2.865,0.029,0.677,0.276,18.287,1.08,1.533,0.124,122.943,2.921,0.699,0,0,7,2036.567,False
HD 39091_3,HD 39091,3.55,0.072,1.069,1.542,18.287,1.08,1.533,0.116,80.646,3.805,0.85,0,0,7,2036.567,False
HD 39091_4,HD 39091,4.534,0.027,1.234,2.258,18.287,1.08,1.533,0.241,147.027,4.634,0.181,0,0,7,2036.567,False
HD 39091_5,HD 39091,1.437,0.051,1.31,4.963,18.287,1.08,1.533,0.082,292.521,1.509,0.369,0,0,7,2036.567,True
HD 39091_6,HD 39091,0.67,0.012,2.604,10.642,18.287,1.08,1.533,0.03,276.9,0.665,0.655,0,0,7,2036.567,False
HD 20807_0,HD 20807,0.337,0.072,1.793,2.884,12.039,1.07,1.017,0.027,167.277,0.349,0.537,0,0,7,2036.568,False
HD 20807_1,HD 20807,1.546,0.069,0.954,0.889,12.039,1.07,1.017,0.086,332.293,1.637,0.809,1,4,7,2036.568,True
HD 20807_2,HD 20807,2.979,0.055,2.038,4.205,12.039,1.07,1.017,0.229,125.476,3.127,0.118,0,0,7,2036.568,False
HD 131156 A_0,HD 131156 A,0.922,0.01,2.426,5.907,6.754,0.96,0.553,0.137,347.094,0.93,0.295,1,7,7,2036.57,True
HD 131156 A_1,HD 131156 A,1.097,0.147,1.932,11.706,6.754,0.96,0.553,0.169,273.857,1.254,0.55,1,6,7,2036.57,True
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.135,16.172,1.11,1.29,0.017,211.241,0.639,0.01,0,0,7,2036.571,False
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,1.107,16.172,1.11,1.29,0.063,119.754,1.406,0.052,0,0,7,2036.571,True
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,3.968,16.172,1.11,1.29,0.062,127.491,1.067,0.164,1,5,7,2036.571,True
HD 147513_0,HD 147513,1.541,0.04,0.645,0.275,12.892,1.07,1.001,0.106,204.544,1.547,0.12,0,0,7,2036.573,True
HD 147513_1,HD 147513,1.513,0.099,0.537,0.114,12.892,1.07,1.001,0.118,59.434,1.526,0.345,0,0,7,2036.573,True
HD 147513_2,HD 147513,4.633,0.075,1.379,2.053,12.892,1.07,1.001,0.254,73.249,4.334,0.717,0,0,7,2036.573,False
HD 147513_4,HD 147513,0.196,0.111,0.74,0.193,12.892,1.07,1.001,0.009,157.729,0.177,0.778,0,0,7,2036.573,False
HD 147513_5,HD 147513,4.52,0.075,0.624,0.154,12.892,1.07,1.001,0.282,262.087,4.336,0.095,0,0,7,2036.573,False
HD 147513_6,HD 147513,1.743,0.075,1.796,1.351,12.892,1.07,1.001,0.137,290.257,1.82,0.212,0,3,7,2036.573,False
HD 147513_7,HD 147513,2.47,0.028,0.667,0.198,12.892,1.07,1.001,0.185,217.495,2.508,0.491,0,0,7,2036.573,False
HD 146233_0,HD 146233,0.356,0.047,2.679,19.012,14.137,1.02,1.094,0.011,94.337,0.35,0.901,0,0,7,2036.574,False
HD 146233_1,HD 146233,0.206,0.044,2.032,18.545,14.137,1.02,1.094,0.014,46.332,0.21,0.213,0,0,7,2036.574,False
HD 146233_4,HD 146233,0.539,0.141,1.433,1.238,14.137,1.02,1.094,0.013,103.066,0.468,0.006,0,0,7,2036.574,False
HD 30495_0,HD 30495,1.934,0.08,0.989,0.414,13.24,1.04,0.966,0.107,113.627,1.801,0.072,0,0,7,2036.575,False
HD 30495_2,HD 30495,0.416,0.06,1.179,2.305,13.24,1.04,0.966,0.025,358.069,0.41,0.684,0,0,7,2036.575,False
HD 30495_3,HD 30495,1.848,0.089,0.623,0.192,13.24,1.04,0.966,0.107,195.824,1.853,0.065,0,0,7,2036.575,False
HD 50692_0,HD 50692,3.95,0.04,2.831,8.758,17.405,1.08,1.293,0.221,86.189,4.108,0.163,0,1,7,2036.577,False
HD 50692_1,HD 50692,0.28,0.064,0.734,0.338,17.405,1.08,1.293,0.017,331.199,0.297,0.338,0,0,7,2036.577,False
HD 50692_2,HD 50692,0.513,0.081,1.798,3.935,17.405,1.08,1.293,0.025,162.224,0.537,0.085,0,0,7,2036.577,False
HD 50692_3,HD 50692,0.925,0.032,2.849,11.466,17.405,1.08,1.293,0.012,331.54,0.903,0.976,0,0,7,2036.577,True
HD 190360_0,HD 190360,0.922,0.17,1.79,3.607,16.003,0.96,1.165,0.038,329.966,0.978,0.031,0,1,7,2036.578,False
HD 190360_1,HD 190360,3.764,0.081,1.071,4.456,16.003,0.96,1.165,0.235,327.924,3.969,0.173,0,0,7,2036.578,False
HD 190360_3,HD 190360,3.632,0.139,2.733,14.342,16.003,0.96,1.165,0.254,274.915,4.114,0.405,0,0,7,2036.578,False
HD 190360_4,HD 190360,1.735,0.021,0.534,0.11,16.003,0.96,1.165,0.097,154.809,1.704,0.555,0,0,7,2036.578,True
HD 190360_5,HD 190360,0.581,0.08,1.934,4.569,16.003,0.96,1.165,0.034,113.459,0.55,0.366,0,0,7,2036.578,False
HD 136352_0,HD 136352,1.127,0.083,0.501,0.057,14.739,1.02,1.029,0.068,255.275,1.143,0.115,0,0,7,2036.579,True
HD 136352_2,HD 136352,0.995,0.082,1.549,2.6,14.739,1.02,1.029,0.042,164.042,1.074,0.023,0,0,7,2036.579,True
HD 136352_3,HD 136352,3.774,0.069,2.041,2.393,14.739,1.02,1.029,0.218,191.643,3.541,0.56,1,3,7,2036.579,False
HD 136352_4,HD 136352,1.831,0.068,0.826,1.102,14.739,1.02,1.029,0.122,160.368,1.799,0.281,0,0,7,2036.579,False
HD 128621_0,HD 128621,0.181,0.076,0.591,0.143,1.332,0.94,0.503,0.081,169.635,0.17,0.033,1,7,7,2036.581,False
HD 128621_1,HD 128621,3.969,0.152,0.756,0.205,1.332,0.94,0.503,2.762,231.062,4.357,0.633,0,0,7,2036.581,False
HD 128621_3,HD 128621,4.377,0.084,0.667,0.375,1.332,0.94,0.503,1.763,208.217,4.738,0.014,0,0,7,2036.581,False
HD 128621_4,HD 128621,1.135,0.055,1.179,6.717,1.332,0.94,0.503,0.743,296.381,1.195,0.089,0,4,7,2036.581,True
HD 101501_3,HD 101501,0.112,0.069,1.262,2.632,9.576,0.94,0.609,0.007,262.166,0.108,0.031,0,0,7,2036.582,False
HD 101501_7,HD 101501,0.888,0.054,0.887,0.375,9.576,0.94,0.609,0.077,163.399,0.876,0.096,0,3,7,2036.582,True
HD 20766_0,HD 20766,1.336,0.161,1.674,2.568,12.045,1.01,0.794,0.1,264.025,1.387,0.111,0,3,7,2036.584,True
HD 20766_1,HD 20766,0.327,0.097,2.659,5.834,12.045,1.01,0.794,0.023,47.79,0.305,0.146,0,0,7,2036.584,False
HD 20766_4,HD 20766,1.915,0.031,0.912,0.627,12.045,1.01,0.794,0.138,203.514,1.969,0.096,0,2,7,2036.584,False
HD 72905_1,HD 72905,0.661,0.069,0.5,0.066,14.439,1.08,0.973,0.038,106.658,0.619,0.13,0,0,7,2036.585,False
HD 72905_3,HD 72905,0.899,0.099,2.776,7.831,14.439,1.08,0.973,0.055,349.638,0.908,0.602,0,1,7,2036.585,True
HD 72905_4,HD 72905,0.923,0.214,1.407,1.443,14.439,1.08,0.973,0.049,337.976,0.777,0.143,0,2,7,2036.585,False
HD 72905_5,HD 72905,3.175,0.086,0.525,0.102,14.439,1.08,0.973,0.149,229.459,3.388,0.805,0,0,7,2036.585,False
HD 156274 A_3,HD 156274 A,4.433,0.138,1.608,7.03,8.791,0.9,0.452,0.339,239.001,5.044,0.026,0,0,7,2036.586,False
HD 4391_0,HD 4391,0.363,0.182,1.471,2.315,15.049,0.98,0.923,0.005,221.403,0.401,0.001,0,0,7,2036.588,False
HD 4391_1,HD 4391,1.544,0.114,0.614,0.238,15.049,0.98,0.923,0.101,26.941,1.72,0.587,0,0,7,2036.588,False
HD 4391_2,HD 4391,0.361,0.058,0.863,0.585,15.049,0.98,0.923,0.02,332.792,0.344,0.107,0,0,7,2036.588,False
HD 4391_3,HD 4391,0.102,0.064,0.942,0.594,15.049,0.98,0.923,0.007,234.072,0.107,0.466,0,0,7,2036.588,False
HD 4391_4,HD 4391,0.526,0.038,2.712,6.312,15.049,0.98,0.923,0.015,156.135,0.542,0.914,0,0,7,2036.588,False
HD 10780_0,HD 10780,0.841,0.11,1.077,1.419,10.041,0.9,0.516,0.065,186.031,0.76,0.624,1,6,7,2036.589,True
HD 10780_3,HD 10780,2.25,0.098,1.348,1.373,10.041,0.9,0.516,0.139,109.377,2.243,0.03,0,1,7,2036.589,False
HD 10780_4,HD 10780,2.669,0.102,2.513,5.195,10.041,0.9,0.516,0.267,27.355,2.882,0.157,0,0,7,2036.589,False
HD 140538 A_0,HD 140538 A,2.088,0.047,0.685,0.566,14.793,0.94,0.834,0.044,352.885,2.04,0.004,0,0,7,2036.59,False
HD 140538 A_1,HD 140538 A,0.512,0.053,2.798,25.412,14.793,0.94,0.834,0.036,58.374,0.539,0.328,0,0,7,2036.59,False
HD 140538 A_2,HD 140538 A,4.137,0.053,0.916,0.811,14.793,0.94,0.834,0.093,17.79,3.929,0.941,0,0,7,2036.59,False
HD 165341 A_0,HD 165341 A,3.482,0.036,1.359,6.662,5.113,0.88,0.532,0.597,205.236,3.578,0.102,0,0,7,2036.592,False
HD 165341 A_2,HD 165341 A,0.277,0.022,2.947,11.466,5.113,0.88,0.532,0.037,180.749,0.278,0.042,0,0,7,2036.592,False
HD 165341 A_3,HD 165341 A,0.642,0.027,1.615,4.051,5.113,0.88,0.532,0.081,34.345,0.638,0.036,1,7,7,2036.592,True
HD 166_0,HD 166,1.592,0.09,1.08,1.198,13.766,0.94,0.647,0.068,295.91,1.669,0.849,1,3,7,2036.593,False
HD 166_1,HD 166,0.635,0.021,0.515,0.133,13.766,0.94,0.647,0.029,137.198,0.64,0.03,0,0,7,2036.593,True
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,6.418,5.01,0.86,0.41,0.098,75.238,0.493,0.384,1,6,7,2036.595,False
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.068,5.01,0.86,0.41,0.061,113.76,0.358,0.106,1,5,7,2036.595,False
HD 185144_1,HD 185144,0.747,0.07,0.5,0.055,5.764,0.87,0.434,0.086,263.377,0.774,0.034,0,2,7,2036.596,True
HD 185144_3,HD 185144,0.688,0.135,2.317,4.531,5.764,0.87,0.434,0.123,108.987,0.764,0.53,1,6,7,2036.596,True
HD 209100_0,HD 209100,2.433,0.127,0.524,0.06,3.638,0.72,0.222,0.352,152.669,2.732,0.012,0,0,7,2036.597,False
HD 209100_1,HD 209100,1.218,0.094,0.54,0.062,3.638,0.72,0.222,0.221,67.155,1.157,0.765,0,0,7,2036.597,False
HD 209100_2,HD 209100,0.989,0.073,1.925,6.418,3.638,0.72,0.222,0.187,90.993,0.975,0.762,1,4,7,2036.597,False
HD 209100_4,HD 209100,3.542,0.022,2.632,11.231,3.638,0.72,0.222,0.497,217.949,3.467,0.87,1,7,7,2036.597,False
HD 209100_5,HD 209100,0.635,0.076,0.931,0.561,3.638,0.72,0.222,0.169,124.113,0.631,0.211,1,6,7,2036.597,True
HD 209100_6,HD 209100,1.701,0.082,0.885,0.458,3.638,0.72,0.222,0.151,329.402,1.762,0.953,1,3,7,2036.597,False
HD 209100_8,HD 209100,2.097,0.099,2.488,5.392,3.638,0.72,0.222,0.616,143.709,2.301,0.214,1,7,7,2036.597,False
HD 209100_9,HD 209100,0.782,0.071,2.297,7.389,3.638,0.72,0.222,0.197,268.534,0.836,0.619,1,7,7,2036.597,False
HD 209100_10,HD 209100,0.182,0.056,2.026,3.984,3.638,0.72,0.222,0.047,328.662,0.172,0.386,0,0,7,2036.597,False
HD 209100_11,HD 209100,0.917,0.107,1.174,1.243,3.638,0.72,0.222,0.228,115.418,0.947,0.598,1,6,7,2036.597,False
HD 201091_1,HD 201091,1.051,0.108,0.699,0.561,3.497,0.68,0.142,0.31,237.351,1.131,0.476,1,3,7,2036.599,False
HD 201091_2,HD 201091,2.964,0.153,0.94,0.635,3.497,0.68,0.142,0.668,171.533,2.774,0.635,0,0,7,2036.599,False
HD 201091_4,HD 201091,2.241,0.067,3.013,5.907,3.497,0.68,0.142,0.449,157.414,2.097,0.722,1,4,7,2036.599,False
HD 155885_0,HD 155885,0.424,0.016,1.08,4.862,5.948,0.85,0.332,0.046,103.641,0.43,0.801,0,2,7,2036.6,False
