PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 185144_31,HD 185144,0.87,0.434,0.308,20.69,3.056,0.374,14,0.183,False
HD 185144_36,HD 185144,0.87,0.434,1.109,0.037,0.653,0.224,20,1.252,False
HD 185144_37,HD 185144,0.87,0.434,1.897,2.625,1.883,0.23,21,2.801,False
HD 185144_41,HD 185144,0.87,0.434,0.861,7.401,2.198,0.601,17,0.857,False
HD 185144_43,HD 185144,0.87,0.434,3.186,12.31,3.159,0.275,36,6.097,False
HD 185144_48,HD 185144,0.87,0.434,0.475,2.086,1.847,0.426,19,0.351,False
HD 185144_50,HD 185144,0.87,0.434,2.326,10.39,2.688,0.435,21,3.803,False
HD 185144_55,HD 185144,0.87,0.434,0.652,0.468,0.705,0.323,28,0.564,False
HD 185144_60,HD 185144,0.87,0.434,2.839,2.833,1.513,0.25,15,5.128,False
HD 185144_61,HD 185144,0.87,0.434,1.131,4.08,1.371,0.617,25,1.29,False
HD 185144_62,HD 185144,0.87,0.434,1.557,0.809,1.038,0.527,33,2.083,False
HD 185144_64,HD 185144,0.87,0.434,4.689,3.946,1.78,0.199,33,10.886,False
HD 185144_68,HD 185144,0.87,0.434,0.51,0.678,0.692,0.142,21,0.39,False
HD 185144_7,HD 185144,0.87,0.434,1.926,9.454,2.59,0.378,36,2.866,False
HD 185144_70,HD 185144,0.87,0.434,0.316,0.769,0.773,0.238,14,0.19,False
HD 185144_76,HD 185144,0.87,0.434,0.617,11.08,2.651,0.363,36,0.52,False
HD 185144_8,HD 185144,0.87,0.434,1.042,1.885,1.41,0.08,26,1.14,True
HD 185144_9,HD 185144,0.87,0.434,1.447,1.137,0.858,0.392,11,1.866,False
HD 187691 A_10,HD 187691 A,1.25,2.835,1.509,8.977,2.616,0.129,12,1.658,True
HD 187691 A_14,HD 187691 A,1.25,2.835,1.528,4.801,1.911,0.363,18,1.689,False
HD 187691 A_18,HD 187691 A,1.25,2.835,8.435,2.979,2.234,0.375,28,21.912,False
HD 187691 A_23,HD 187691 A,1.25,2.835,2.416,8.798,2.987,0.403,1,3.359,False
HD 187691 A_25,HD 187691 A,1.25,2.835,2.447,5.803,1.514,0.196,3,3.424,True
HD 187691 A_26,HD 187691 A,1.25,2.835,1.735,2.272,1.515,0.118,27,2.044,True
HD 187691 A_30,HD 187691 A,1.25,2.835,5.161,10.26,2.93,0.327,15,10.487,False
HD 187691 A_35,HD 187691 A,1.25,2.835,2.479,3.564,1.997,0.336,3,3.491,False
HD 187691 A_39,HD 187691 A,1.25,2.835,2.636,5.176,2.566,0.402,21,3.828,False
HD 187691 A_41,HD 187691 A,1.25,2.835,1.709,4.649,1.758,0.058,9,1.998,True
HD 187691 A_57,HD 187691 A,1.25,2.835,2.287,2.839,1.682,0.31,15,3.093,False
HD 187691 A_61,HD 187691 A,1.25,2.835,1.957,4.475,1.712,0.368,4,2.449,False
HD 187691 A_68,HD 187691 A,1.25,2.835,4.078,6.841,2.414,0.233,3,7.366,False
HD 187691 A_69,HD 187691 A,1.25,2.835,2.948,3.584,1.505,0.35,19,4.527,False
HD 187691 A_7,HD 187691 A,1.25,2.835,2.317,2.509,1.569,0.537,5,3.155,False
HD 187691 A_75,HD 187691 A,1.25,2.835,2.262,1.287,1.279,0.067,30,3.043,True
HD 187691 A_81,HD 187691 A,1.25,2.835,7.866,20.63,3.351,0.152,6,19.732,False
HD 187691 A_88,HD 187691 A,1.25,2.835,1.907,5.508,2.572,0.059,12,2.355,True
HD 187691 A_9,HD 187691 A,1.25,2.835,3.23,7.122,2.467,0.263,36,5.192,False
HD 190248_1,HD 190248,0.94,1.25,2.076,13.32,3.271,0.184,31,3.085,False
HD 190248_12,HD 190248,0.94,1.25,0.593,2.704,1.843,0.518,21,0.471,False
HD 190248_13,HD 190248,0.94,1.25,4.131,11.68,2.641,0.358,3,8.66,False
HD 190248_15,HD 190248,0.94,1.25,0.718,0.27,0.626,0.354,27,0.628,False
HD 190248_18,HD 190248,0.94,1.25,0.462,10.07,2.517,0.559,21,0.324,False
HD 190248_20,HD 190248,0.94,1.25,2.382,2.838,1.695,0.4,8,3.792,False
HD 190248_22,HD 190248,0.94,1.25,0.403,1.552,1.34,0.103,12,0.264,False
HD 190248_25,HD 190248,0.94,1.25,2.093,4.609,1.855,0.206,15,3.123,False
HD 190248_26,HD 190248,0.94,1.25,1.68,1.42,0.954,0.175,16,2.246,True
HD 190248_27,HD 190248,0.94,1.25,0.69,0.778,0.903,0.436,22,0.591,False
HD 190248_28,HD 190248,0.94,1.25,1.494,12.01,2.888,0.169,30,1.883,True
HD 190248_30,HD 190248,0.94,1.25,0.593,3.634,1.468,0.391,6,0.471,False
HD 190248_33,HD 190248,0.94,1.25,2.081,2.605,1.09,0.15,6,3.096,False
HD 190248_39,HD 190248,0.94,1.25,0.307,6.542,2.731,0.458,12,0.175,False
HD 190248_4,HD 190248,0.94,1.25,4.317,11.69,2.611,0.207,26,9.251,False
HD 190248_40,HD 190248,0.94,1.25,1.056,6.956,2.022,0.386,28,1.119,False
HD 190248_41,HD 190248,0.94,1.25,0.636,4.329,1.639,0.261,23,0.523,False
HD 190248_42,HD 190248,0.94,1.25,0.624,0.89,0.982,0.218,34,0.508,False
HD 190248_43,HD 190248,0.94,1.25,0.743,0.19,0.532,0.355,15,0.661,False
HD 190248_46,HD 190248,0.94,1.25,0.79,2.88,1.517,0.326,36,0.724,False
HD 190248_5,HD 190248,0.94,1.25,0.448,11.41,2.791,0.284,9,0.309,False
HD 190248_51,HD 190248,0.94,1.25,0.878,2.214,1.361,0.552,26,0.849,False
HD 190248_53,HD 190248,0.94,1.25,1.377,0.131,0.541,0.318,6,1.667,True
HD 190248_57,HD 190248,0.94,1.25,0.476,29.44,3.104,0.282,24,0.339,False
HD 190248_6,HD 190248,0.94,1.25,1.759,8.667,2.62,0.338,13,2.406,False
HD 190248_68,HD 190248,0.94,1.25,1.526,0.148,0.559,0.275,5,1.944,True
HD 190248_7,HD 190248,0.94,1.25,0.654,0.382,0.5,0.149,20,0.546,False
HD 190248_72,HD 190248,0.94,1.25,1.239,1.158,1.187,0.212,19,1.422,True
HD 190248_77,HD 190248,0.94,1.25,1.83,6.589,2.052,0.19,29,2.553,False
HD 190360_10,HD 190360,0.96,1.165,1.315,3.053,1.312,0.464,23,1.539,False
HD 190360_17,HD 190360,0.96,1.165,1.113,7.393,2.25,0.166,29,1.198,True
HD 190360_35,HD 190360,0.96,1.165,2.683,0.87,0.756,0.486,6,4.485,False
HD 190360_37,HD 190360,0.96,1.165,1.244,6.322,2.74,0.11,24,1.416,True
HD 190360_4,HD 190360,0.96,1.165,2.863,6.926,2.153,0.403,1,4.944,False
HD 190360_42,HD 190360,0.96,1.165,2.81,0.305,1.042,0.458,8,4.808,False
HD 190360_46,HD 190360,0.96,1.165,0.94,8.271,2.386,0.577,23,0.93,False
HD 190360_47,HD 190360,0.96,1.165,2.753,3.654,1.987,0.188,26,4.662,False
HD 190360_5,HD 190360,0.96,1.165,2.805,3.689,1.452,0.656,17,4.795,False
HD 190360_53,HD 190360,0.96,1.165,3.283,5.159,1.813,0.118,3,6.071,False
HD 190360_54,HD 190360,0.96,1.165,1.03,0.657,0.846,0.286,8,1.067,False
HD 190360_55,HD 190360,0.96,1.165,0.946,9.491,2.652,0.443,18,0.939,False
HD 190360_67,HD 190360,0.96,1.165,2.475,1.85,1.184,0.227,10,3.974,False
HD 190360_71,HD 190360,0.96,1.165,1.726,2.302,1.242,0.285,7,2.314,False
HD 190360_72,HD 190360,0.96,1.165,1.907,0.096,0.768,0.229,5,2.688,False
HD 190360_81,HD 190360,0.96,1.165,3.384,5.475,2.291,0.239,1,6.353,False
HD 192310_1,HD 192310,0.77,0.404,2.193,2.018,2.018,0.223,36,3.701,False
HD 192310_11,HD 192310,0.77,0.404,0.521,0.205,0.535,0.339,4,0.429,False
HD 192310_12,HD 192310,0.77,0.404,1.237,0.102,0.528,0.202,8,1.568,False
HD 192310_13,HD 192310,0.77,0.404,0.986,0.143,0.651,0.338,9,1.116,False
HD 192310_14,HD 192310,0.77,0.404,0.82,0.262,0.838,0.135,3,0.846,True
HD 192310_18,HD 192310,0.77,0.404,0.79,0.459,0.668,0.37,36,0.8,True
HD 192310_23,HD 192310,0.77,0.404,4.561,2.98,1.745,0.285,6,11.101,False
HD 192310_24,HD 192310,0.77,0.404,2.849,12.85,2.745,0.488,36,5.48,False
HD 192310_28,HD 192310,0.77,0.404,0.524,4.984,2.11,0.344,5,0.432,False
HD 192310_3,HD 192310,0.77,0.404,0.861,1.213,1.105,0.144,16,0.91,True
HD 192310_39,HD 192310,0.77,0.404,0.888,4.154,1.674,0.493,23,0.954,False
HD 192310_42,HD 192310,0.77,0.404,1.148,2.278,0.928,0.43,12,1.402,False
HD 192310_50,HD 192310,0.77,0.404,3.267,7.791,2.758,0.264,33,6.729,False
HD 192310_55,HD 192310,0.77,0.404,2.45,9.664,2.458,0.423,15,4.37,False
HD 192310_56,HD 192310,0.77,0.404,3.328,0.84,0.985,0.486,15,6.919,False
HD 192310_61,HD 192310,0.77,0.404,5.197,7.277,2.105,0.244,3,13.502,False
HD 192310_63,HD 192310,0.77,0.404,1.824,1.009,1.183,0.435,6,2.807,False
HD 192310_64,HD 192310,0.77,0.404,1.319,0.265,0.753,0.229,9,1.726,False
HD 192310_67,HD 192310,0.77,0.404,1.759,8.779,2.465,0.368,30,2.659,False
HD 192310_69,HD 192310,0.77,0.404,1.134,0.432,1.165,0.137,25,1.376,False
HD 192310_70,HD 192310,0.77,0.404,1.931,0.166,0.663,0.28,7,3.058,False
HD 192310_72,HD 192310,0.77,0.404,1.838,10.97,3.154,0.476,29,2.84,False
HD 192310_74,HD 192310,0.77,0.404,2.216,0.16,0.753,0.333,5,3.759,False
HD 192310_75,HD 192310,0.77,0.404,1.716,0.873,0.921,0.105,22,2.562,False
HD 192310_77,HD 192310,0.77,0.404,5.459,7.807,2.313,0.631,27,14.535,False
HD 192310_78,HD 192310,0.77,0.404,3.185,2.998,1.254,0.215,6,6.478,False
HD 19373_10,HD 19373,1.08,2.23,0.718,3.147,1.715,0.518,18,0.585,False
HD 19373_11,HD 19373,1.08,2.23,5.794,2.082,1.278,0.544,1,13.42,False
HD 19373_22,HD 19373,1.08,2.23,1.325,2.598,1.164,0.334,18,1.468,False
HD 19373_23,HD 19373,1.08,2.23,2.648,9.986,2.636,0.564,10,4.146,False
HD 19373_24,HD 19373,1.08,2.23,8.283,14.88,2.452,0.39,26,22.939,False
HD 19373_29,HD 19373,1.08,2.23,0.58,0.273,0.666,0.388,9,0.425,False
HD 19373_30,HD 19373,1.08,2.23,1.058,1.067,0.602,0.069,15,1.047,False
HD 19373_32,HD 19373,1.08,2.23,2.832,20.71,3.288,0.629,1,4.586,False
HD 19373_37,HD 19373,1.08,2.23,3.103,4.208,1.423,0.483,1,5.26,False
HD 19373_41,HD 19373,1.08,2.23,2.096,21.59,3.132,0.19,13,2.92,True
HD 19373_43,HD 19373,1.08,2.23,1.483,9.372,2.414,0.132,23,1.738,True
HD 19373_48,HD 19373,1.08,2.23,1.262,1.659,1.383,0.247,14,1.364,False
HD 19373_51,HD 19373,1.08,2.23,1.354,5.785,1.128,0.079,18,1.516,True
HD 19373_52,HD 19373,1.08,2.23,0.572,0.224,0.691,0.568,13,0.416,False
HD 19373_53,HD 19373,1.08,2.23,0.789,2.337,1.716,0.446,9,0.674,False
HD 19373_55,HD 19373,1.08,2.23,2.255,8.921,3.274,0.16,36,3.258,True
HD 19373_59,HD 19373,1.08,2.23,1.012,2.934,1.744,0.518,6,0.98,False
HD 19373_60,HD 19373,1.08,2.23,0.632,7.046,2.341,0.053,15,0.483,False
HD 19373_63,HD 19373,1.08,2.23,3.26,3.951,1.62,0.395,6,5.664,False
HD 19373_64,HD 19373,1.08,2.23,1.616,7.682,2.204,0.304,23,1.977,True
HD 19373_67,HD 19373,1.08,2.23,1.71,0.994,0.707,0.395,8,2.152,False
HD 19373_68,HD 19373,1.08,2.23,1.378,3.219,1.503,0.157,11,1.557,True
HD 19373_69,HD 19373,1.08,2.23,2.224,0.972,0.85,0.233,2,3.191,False
HD 19373_74,HD 19373,1.08,2.23,1.711,1.664,1.303,0.185,24,2.154,True
HD 19373_76,HD 19373,1.08,2.23,0.497,4.222,1.473,0.426,8,0.337,False
HD 19373_77,HD 19373,1.08,2.23,5.017,25.32,3.077,0.433,36,10.813,False
HD 19373_8,HD 19373,1.08,2.23,3.12,4.258,1.335,0.59,18,5.303,False
HD 201091_0,HD 201091,0.68,0.142,0.565,0.2,0.674,0.098,36,0.515,True
HD 201091_1,HD 201091,0.68,0.142,2.283,9.148,1.871,0.195,36,4.183,False
HD 201091_10,HD 201091,0.68,0.142,3.182,3.534,1.448,0.244,1,6.883,False
HD 201091_11,HD 201091,0.68,0.142,1.067,6.276,2.082,0.324,17,1.337,False
HD 201091_12,HD 201091,0.68,0.142,0.219,10.29,2.811,0.445,3,0.124,False
HD 201091_14,HD 201091,0.68,0.142,1.807,0.181,0.788,0.877,15,2.946,False
HD 201091_18,HD 201091,0.68,0.142,0.828,0.025,0.509,0.24,18,0.914,False
HD 201091_19,HD 201091,0.68,0.142,3.126,7.971,2.837,0.266,26,6.702,False
HD 201091_20,HD 201091,0.68,0.142,0.607,3.309,1.666,0.12,31,0.573,False
HD 201091_21,HD 201091,0.68,0.142,0.859,0.442,0.771,0.43,18,0.965,False
HD 201091_26,HD 201091,0.68,0.142,2.935,4.602,1.818,0.385,36,6.098,False
HD 201091_27,HD 201091,0.68,0.142,1.135,1.167,1.055,0.228,29,1.466,False
HD 201091_30,HD 201091,0.68,0.142,0.411,3.311,1.684,0.323,36,0.32,False
HD 201091_32,HD 201091,0.68,0.142,0.924,1.456,1.055,0.247,26,1.077,False
HD 201091_33,HD 201091,0.68,0.142,0.563,8.838,3.214,0.498,36,0.512,False
HD 201091_36,HD 201091,0.68,0.142,1.559,0.108,0.614,0.188,11,2.361,False
HD 201091_37,HD 201091,0.68,0.142,0.792,0.629,0.756,0.499,26,0.855,False
HD 201091_4,HD 201091,0.68,0.142,1.582,17.82,2.459,0.487,10,2.413,False
HD 201091_42,HD 201091,0.68,0.142,0.494,0.738,0.957,0.091,15,0.421,True
HD 201091_43,HD 201091,0.68,0.142,7.09,14.88,2.33,0.241,1,22.894,False
HD 201091_45,HD 201091,0.68,0.142,0.651,0.25,0.72,0.326,36,0.637,False
HD 201091_47,HD 201091,0.68,0.142,1.64,0.669,0.844,0.175,22,2.547,False
HD 201091_48,HD 201091,0.68,0.142,0.356,6.638,1.928,0.16,15,0.258,True
HD 201091_49,HD 201091,0.68,0.142,0.63,15.02,3.376,0.446,36,0.606,False
HD 201091_52,HD 201091,0.68,0.142,0.814,2.737,1.262,0.348,20,0.891,False
HD 201091_54,HD 201091,0.68,0.142,3.323,3.522,1.824,0.193,21,7.346,False
HD 201091_57,HD 201091,0.68,0.142,0.935,3.168,1.718,0.269,19,1.096,False
HD 201091_61,HD 201091,0.68,0.142,1.135,0.265,0.79,0.405,23,1.466,False
HD 201091_62,HD 201091,0.68,0.142,0.908,7.378,2.599,0.507,36,1.049,False
HD 201091_63,HD 201091,0.68,0.142,1.496,11.54,3.093,0.199,16,2.219,False
HD 201091_65,HD 201091,0.68,0.142,1.409,0.855,1.072,0.723,32,2.028,False
HD 201091_70,HD 201091,0.68,0.142,1.348,3.669,1.946,0.208,21,1.898,False
HD 201091_71,HD 201091,0.68,0.142,0.558,1.738,1.249,0.336,36,0.505,False
HD 201091_72,HD 201091,0.68,0.142,0.613,3.378,2.019,0.348,36,0.582,False
HD 201091_74,HD 201091,0.68,0.142,2.938,4.095,1.64,0.345,30,6.107,False
