PlanetID,StarName,M_sol,L_sol,SMA_AU,Mp_MEarth,Rp_REarth,ecc,NDet,P_yr,HZ
HD 201091_76,HD 201091,0.68,0.142,0.207,0.095,0.522,0.345,9,0.114,False
HD 201091_77,HD 201091,0.68,0.142,0.671,9.087,2.396,0.318,36,0.667,False
HD 201091_79,HD 201091,0.68,0.142,0.848,5.772,2.362,0.645,36,0.947,False
HD 201091_81,HD 201091,0.68,0.142,0.813,0.442,0.792,0.264,18,0.889,False
HD 201091_82,HD 201091,0.68,0.142,2.33,0.594,0.881,0.087,15,4.313,False
HD 201091_84,HD 201091,0.68,0.142,0.361,4.954,2.1,0.293,36,0.263,False
HD 201091_86,HD 201091,0.68,0.142,5.186,1.855,1.356,0.423,15,14.322,False
HD 201091_87,HD 201091,0.68,0.142,0.423,0.143,0.514,0.208,16,0.334,True
HD 201091_88,HD 201091,0.68,0.142,0.289,1.713,1.416,0.229,12,0.188,False
HD 201091_9,HD 201091,0.68,0.142,0.495,0.105,0.5,0.112,25,0.422,True
HD 201091_92,HD 201091,0.68,0.142,1.362,2.372,1.46,0.394,22,1.928,False
HD 201091_93,HD 201091,0.68,0.142,0.826,0.127,0.578,0.167,18,0.91,False
HD 201091_94,HD 201091,0.68,0.142,1.263,1.986,1.177,0.194,27,1.721,False
HD 201091_95,HD 201091,0.68,0.142,0.495,4.051,1.586,0.611,5,0.422,False
HD 201091_97,HD 201091,0.68,0.142,4.225,13.43,3.18,0.318,28,10.531,False
HD 201091_98,HD 201091,0.68,0.142,1.331,0.256,0.683,0.174,16,1.862,False
HD 201092_0,HD 201092,0.63,0.078,0.299,0.192,0.785,0.498,21,0.206,False
HD 201092_11,HD 201092,0.63,0.078,3.173,21.38,3.134,0.174,8,7.121,False
HD 201092_12,HD 201092,0.63,0.078,0.371,3.408,1.508,0.204,27,0.285,True
HD 201092_14,HD 201092,0.63,0.078,1.29,2.3,1.361,0.193,23,1.846,False
HD 201092_15,HD 201092,0.63,0.078,0.27,3.79,1.224,0.342,18,0.177,False
HD 201092_17,HD 201092,0.63,0.078,2.105,0.793,0.838,0.107,9,3.848,False
HD 201092_21,HD 201092,0.63,0.078,0.605,13.36,3.375,0.155,36,0.593,False
HD 201092_28,HD 201092,0.63,0.078,0.918,4.145,1.653,0.486,36,1.108,False
HD 201092_29,HD 201092,0.63,0.078,0.864,3.114,1.459,0.503,28,1.012,False
HD 201092_37,HD 201092,0.63,0.078,1.215,8.79,2.295,0.499,9,1.687,False
HD 201092_39,HD 201092,0.63,0.078,2.101,0.216,0.587,0.392,8,3.837,False
HD 201092_41,HD 201092,0.63,0.078,0.678,0.358,0.765,0.307,22,0.703,False
HD 201092_42,HD 201092,0.63,0.078,1.451,0.294,0.855,0.566,15,2.202,False
HD 201092_43,HD 201092,0.63,0.078,0.57,0.166,0.592,0.29,30,0.542,False
HD 201092_46,HD 201092,0.63,0.078,2.654,1.565,1.263,0.214,15,5.447,False
HD 201092_48,HD 201092,0.63,0.078,0.222,12.82,3.142,0.218,6,0.132,False
HD 201092_5,HD 201092,0.63,0.078,3.454,17.52,3.205,0.092,36,8.087,False
HD 201092_52,HD 201092,0.63,0.078,0.254,3.934,1.561,0.331,7,0.161,False
HD 201092_54,HD 201092,0.63,0.078,1.1,0.658,0.876,0.265,27,1.454,False
HD 201092_55,HD 201092,0.63,0.078,0.444,0.99,0.997,0.304,36,0.373,False
HD 201092_56,HD 201092,0.63,0.078,0.301,0.321,0.634,0.154,20,0.208,True
HD 201092_57,HD 201092,0.63,0.078,0.79,0.35,0.988,0.275,22,0.885,False
HD 201092_59,HD 201092,0.63,0.078,0.176,8.233,2.718,0.546,16,0.093,False
HD 201092_6,HD 201092,0.63,0.078,0.297,4.551,0.986,0.524,24,0.204,False
HD 201092_61,HD 201092,0.63,0.078,1.213,3.408,1.256,0.203,27,1.683,False
HD 201092_64,HD 201092,0.63,0.078,3.022,7.522,2.475,0.143,36,6.619,False
HD 201092_67,HD 201092,0.63,0.078,1.776,14.33,2.292,0.35,15,2.982,False
HD 201092_68,HD 201092,0.63,0.078,2.455,8.734,2.494,0.227,36,4.846,False
HD 201092_72,HD 201092,0.63,0.078,0.459,3.588,1.454,0.248,36,0.392,False
HD 201092_76,HD 201092,0.63,0.078,3.036,7.558,2.647,0.234,8,6.665,False
HD 201092_8,HD 201092,0.63,0.078,0.447,0.061,0.689,0.202,14,0.377,False
HD 201092_81,HD 201092,0.63,0.078,3.985,1.293,1.276,0.329,14,10.022,False
HD 201092_87,HD 201092,0.63,0.078,1.25,3.496,1.606,0.245,36,1.761,False
HD 202560_0,HD 202560,0.59,0.083,3.404,1.78,1.222,0.299,3,8.176,False
HD 202560_1,HD 202560,0.59,0.083,2.801,5.734,2.362,0.162,36,6.103,False
HD 202560_10,HD 202560,0.59,0.083,0.22,18.29,2.798,0.494,5,0.134,False
HD 202560_105,HD 202560,0.59,0.083,0.301,0.56,0.905,0.182,12,0.215,True
HD 202560_109,HD 202560,0.59,0.083,2.892,15.08,2.064,0.16,21,6.403,False
HD 202560_110,HD 202560,0.59,0.083,0.35,0.684,1.174,0.281,20,0.27,True
HD 202560_112,HD 202560,0.59,0.083,1.241,4.927,1.533,0.29,32,1.8,False
HD 202560_113,HD 202560,0.59,0.083,0.935,5.226,1.817,0.061,36,1.177,False
HD 202560_117,HD 202560,0.59,0.083,0.511,4.118,1.414,0.356,36,0.476,False
HD 202560_17,HD 202560,0.59,0.083,1.528,0.817,0.969,0.191,24,2.459,False
HD 202560_19,HD 202560,0.59,0.083,0.759,0.169,0.63,0.12,22,0.861,False
HD 202560_2,HD 202560,0.59,0.083,0.581,8.314,2.264,0.161,36,0.577,False
HD 202560_20,HD 202560,0.59,0.083,0.906,13.94,2.715,0.209,36,1.123,False
HD 202560_21,HD 202560,0.59,0.083,0.44,1.661,1.005,0.453,12,0.38,False
HD 202560_28,HD 202560,0.59,0.083,1.457,2.623,1.563,0.463,25,2.29,False
HD 202560_29,HD 202560,0.59,0.083,1.466,1.419,1.21,0.405,21,2.311,False
HD 202560_3,HD 202560,0.59,0.083,1.445,0.562,1.077,0.506,28,2.261,False
HD 202560_30,HD 202560,0.59,0.083,1.227,0.246,0.558,0.297,11,1.769,False
HD 202560_33,HD 202560,0.59,0.083,3.874,8.129,2.855,0.179,3,9.927,False
HD 202560_35,HD 202560,0.59,0.083,1.902,11.55,2.471,0.558,1,3.415,False
HD 202560_38,HD 202560,0.59,0.083,1.031,0.175,0.892,0.287,23,1.363,False
HD 202560_39,HD 202560,0.59,0.083,3.748,1.793,1.387,0.311,21,9.447,False
HD 202560_4,HD 202560,0.59,0.083,1.616,7.321,2.654,0.311,36,2.674,False
HD 202560_40,HD 202560,0.59,0.083,0.789,0.05,0.547,0.248,15,0.912,False
HD 202560_44,HD 202560,0.59,0.083,1.717,3.377,0.993,0.627,15,2.929,False
HD 202560_46,HD 202560,0.59,0.083,0.227,2.213,1.16,0.579,12,0.141,False
HD 202560_51,HD 202560,0.59,0.083,0.61,1.645,1.397,0.137,36,0.62,False
HD 202560_53,HD 202560,0.59,0.083,1.204,7.573,3.125,0.276,36,1.72,False
HD 202560_56,HD 202560,0.59,0.083,1.341,0.08,0.666,0.353,9,2.022,False
HD 202560_57,HD 202560,0.59,0.083,1.22,12.7,2.773,0.31,36,1.754,False
HD 202560_58,HD 202560,0.59,0.083,1.125,6.73,1.656,0.444,15,1.553,False
HD 202560_60,HD 202560,0.59,0.083,1.958,0.154,0.704,0.539,3,3.567,False
HD 202560_61,HD 202560,0.59,0.083,2.394,4.716,1.228,0.335,20,4.822,False
HD 202560_63,HD 202560,0.59,0.083,1.851,13.51,3.318,0.319,25,3.279,False
HD 202560_64,HD 202560,0.59,0.083,0.396,0.392,0.66,0.074,24,0.324,True
HD 202560_67,HD 202560,0.59,0.083,1.313,15.21,2.6,0.552,36,1.959,False
HD 202560_68,HD 202560,0.59,0.083,0.82,0.033,0.5,0.853,18,0.967,False
HD 202560_72,HD 202560,0.59,0.083,0.388,2.191,1.31,0.152,36,0.315,True
HD 202560_75,HD 202560,0.59,0.083,1.58,2.153,1.453,0.073,35,2.586,False
HD 202560_77,HD 202560,0.59,0.083,1.183,0.727,0.972,0.284,18,1.675,False
HD 202560_79,HD 202560,0.59,0.083,3.194,19.53,3.119,0.553,36,7.431,False
HD 202560_8,HD 202560,0.59,0.083,4.003,3.942,1.997,0.448,6,10.427,False
HD 202560_80,HD 202560,0.59,0.083,2.851,10.43,2.602,0.395,15,6.267,False
HD 202560_82,HD 202560,0.59,0.083,1.737,1.826,1.263,0.354,21,2.98,False
HD 202560_86,HD 202560,0.59,0.083,2.325,9.958,3.094,0.252,15,4.615,False
HD 202560_93,HD 202560,0.59,0.083,0.217,5.954,1.673,0.377,10,0.132,False
HD 202560_94,HD 202560,0.59,0.083,0.27,11.17,3.081,0.172,11,0.183,True
HD 202560_96,HD 202560,0.59,0.083,0.673,0.375,0.773,0.477,36,0.719,False
HD 203608_13,HD 203608,1.14,1.466,0.647,6.567,2.544,0.111,34,0.487,False
HD 203608_16,HD 203608,1.14,1.466,2.405,3.837,1.455,0.509,5,3.493,False
HD 203608_2,HD 203608,1.14,1.466,2.326,0.975,1.045,0.488,8,3.322,False
HD 203608_21,HD 203608,1.14,1.466,5.461,16.6,2.94,0.362,26,11.952,False
HD 203608_27,HD 203608,1.14,1.466,0.645,6.342,2.675,0.117,15,0.485,False
HD 203608_29,HD 203608,1.14,1.466,1.93,6.073,1.761,0.258,14,2.511,False
HD 203608_30,HD 203608,1.14,1.466,1.741,0.742,1.154,0.119,21,2.152,True
HD 203608_31,HD 203608,1.14,1.466,2.542,13.36,2.916,0.17,24,3.796,False
HD 203608_36,HD 203608,1.14,1.466,3.094,8.971,2.566,0.465,3,5.097,False
HD 203608_4,HD 203608,1.14,1.466,1.847,2.195,1.371,0.223,28,2.351,False
HD 203608_45,HD 203608,1.14,1.466,1.233,2.38,0.923,0.24,16,1.282,True
HD 203608_47,HD 203608,1.14,1.466,1.452,10.3,1.869,0.698,36,1.639,False
HD 203608_49,HD 203608,1.14,1.466,0.611,0.079,0.505,0.234,21,0.447,False
HD 203608_5,HD 203608,1.14,1.466,1.634,11.87,3.217,0.193,36,1.956,True
HD 203608_52,HD 203608,1.14,1.466,1.179,0.72,0.753,0.179,16,1.199,True
HD 203608_56,HD 203608,1.14,1.466,2.128,8.754,2.384,0.062,35,2.907,False
HD 203608_57,HD 203608,1.14,1.466,2.431,2.092,1.816,0.348,36,3.55,False
HD 203608_6,HD 203608,1.14,1.466,1.354,0.283,0.969,0.25,11,1.476,True
HD 203608_61,HD 203608,1.14,1.466,7.13,8.974,3.063,0.394,6,17.831,False
HD 203608_63,HD 203608,1.14,1.466,0.699,0.194,0.506,0.127,15,0.547,False
HD 203608_64,HD 203608,1.14,1.466,1.573,6.116,1.876,0.193,25,1.848,True
HD 203608_67,HD 203608,1.14,1.466,2.647,11.32,2.198,0.118,21,4.033,False
HD 203608_76,HD 203608,1.14,1.466,3.307,23.66,3.231,0.217,15,5.632,False
HD 203608_80,HD 203608,1.14,1.466,3.232,11.75,2.788,0.219,36,5.442,False
HD 203608_81,HD 203608,1.14,1.466,1.169,1.016,0.908,0.179,24,1.184,True
HD 203608_9,HD 203608,1.14,1.466,0.82,0.559,0.832,0.132,36,0.695,False
HD 20630_0,HD 20630,0.98,0.857,1.168,8.878,1.973,0.326,29,1.275,True
HD 20630_1,HD 20630,0.98,0.857,0.992,0.422,0.998,0.256,20,0.998,True
HD 20630_10,HD 20630,0.98,0.857,0.676,9.837,2.603,0.211,22,0.561,False
HD 20630_12,HD 20630,0.98,0.857,0.855,3.091,1.177,0.299,19,0.799,False
HD 20630_15,HD 20630,0.98,0.857,2.598,1.317,0.984,0.582,5,4.23,False
HD 20630_16,HD 20630,0.98,0.857,1.754,2.954,1.254,0.328,24,2.347,False
HD 20630_19,HD 20630,0.98,0.857,1.222,13.2,2.883,0.327,20,1.365,True
HD 20630_21,HD 20630,0.98,0.857,1.3,6.389,2.761,0.231,33,1.497,True
HD 20630_22,HD 20630,0.98,0.857,0.717,22.0,2.871,0.067,19,0.613,False
HD 20630_27,HD 20630,0.98,0.857,0.531,0.618,0.885,0.54,9,0.391,False
HD 20630_30,HD 20630,0.98,0.857,2.631,0.104,0.578,0.528,7,4.311,False
HD 20630_33,HD 20630,0.98,0.857,2.356,2.744,1.018,0.371,6,3.653,False
HD 20630_34,HD 20630,0.98,0.857,1.247,0.143,0.649,0.177,6,1.407,True
HD 20630_36,HD 20630,0.98,0.857,2.869,9.911,2.604,0.042,36,4.909,False
HD 20630_4,HD 20630,0.98,0.857,0.577,0.429,0.924,0.393,18,0.443,False
HD 20630_47,HD 20630,0.98,0.857,0.749,0.42,1.194,0.309,9,0.655,False
HD 20630_48,HD 20630,0.98,0.857,0.757,4.993,2.132,0.013,36,0.665,True
HD 20630_50,HD 20630,0.98,0.857,1.585,0.933,0.918,0.27,10,2.016,False
HD 20630_54,HD 20630,0.98,0.857,0.794,0.553,0.851,0.599,11,0.715,False
HD 20630_59,HD 20630,0.98,0.857,5.745,9.031,2.106,0.309,15,13.91,False
HD 20630_6,HD 20630,0.98,0.857,0.624,6.567,2.649,0.279,16,0.498,False
HD 20630_60,HD 20630,0.98,0.857,1.195,5.569,1.505,0.061,13,1.32,True
HD 20630_62,HD 20630,0.98,0.857,1.885,2.073,1.276,0.655,21,2.614,False
HD 20630_70,HD 20630,0.98,0.857,0.526,0.173,0.832,0.289,9,0.385,False
HD 20630_72,HD 20630,0.98,0.857,0.926,15.97,3.032,0.4,16,0.9,False
HD 20630_8,HD 20630,0.98,0.857,0.622,0.044,0.517,0.507,7,0.496,False
HD 20630_82,HD 20630,0.98,0.857,0.796,8.302,1.796,0.045,20,0.717,True
HD 20630_84,HD 20630,0.98,0.857,1.528,0.655,0.773,0.163,5,1.908,False
HD 20630_9,HD 20630,0.98,0.857,0.602,2.013,0.909,0.11,12,0.472,False
HD 20766_1,HD 20766,1.01,0.794,2.094,0.145,0.748,0.078,7,3.015,False
HD 20766_11,HD 20766,1.01,0.794,4.649,7.779,2.114,0.329,26,9.974,False
HD 20766_15,HD 20766,1.01,0.794,0.972,4.883,2.011,0.142,36,0.954,True
HD 20766_16,HD 20766,1.01,0.794,2.547,2.712,1.15,0.485,3,4.045,False
HD 20766_2,HD 20766,1.01,0.794,1.184,10.29,2.813,0.508,26,1.282,False
HD 20766_22,HD 20766,1.01,0.794,1.977,5.448,1.998,0.572,10,2.766,False
HD 20766_24,HD 20766,1.01,0.794,0.693,2.318,1.087,0.244,18,0.574,False
HD 20766_29,HD 20766,1.01,0.794,1.054,0.37,0.716,0.188,9,1.077,True
HD 20766_31,HD 20766,1.01,0.794,0.894,2.151,0.975,0.146,19,0.841,True
HD 20766_40,HD 20766,1.01,0.794,0.834,7.816,2.051,0.125,12,0.758,True
HD 20766_53,HD 20766,1.01,0.794,2.59,2.782,1.592,0.134,28,4.148,False
HD 20766_55,HD 20766,1.01,0.794,0.841,7.624,1.731,0.313,27,0.767,False
HD 20766_56,HD 20766,1.01,0.794,1.125,3.462,0.987,0.415,4,1.187,False
HD 20766_58,HD 20766,1.01,0.794,1.289,11.54,2.753,0.336,25,1.456,False
HD 20766_63,HD 20766,1.01,0.794,2.227,7.96,2.239,0.3,19,3.307,False
HD 20766_69,HD 20766,1.01,0.794,1.352,0.932,1.114,0.605,7,1.564,False
HD 20766_71,HD 20766,1.01,0.794,1.299,3.075,1.796,0.503,11,1.473,False
HD 20766_73,HD 20766,1.01,0.794,1.84,0.581,1.095,0.359,15,2.484,False
HD 20766_74,HD 20766,1.01,0.794,1.594,3.038,1.283,0.541,28,2.002,False
HD 20766_82,HD 20766,1.01,0.794,3.207,12.4,3.25,0.551,36,5.715,False
HD 20766_83,HD 20766,1.01,0.794,1.897,6.105,2.279,0.19,27,2.6,False
HD 20766_87,HD 20766,1.01,0.794,1.293,0.171,0.943,0.332,16,1.463,False
HD 20766_9,HD 20766,1.01,0.794,1.312,1.345,1.061,0.382,22,1.495,False
HD 20794_11,HD 20794,0.97,0.654,0.562,0.83,0.62,0.462,10,0.428,False
HD 20794_12,HD 20794,0.97,0.654,0.928,2.51,1.646,0.438,36,0.908,False
HD 20794_14,HD 20794,0.97,0.654,1.075,1.022,0.698,0.317,19,1.132,True
HD 20794_16,HD 20794,0.97,0.654,1.481,7.352,2.286,0.153,30,1.83,False
HD 20794_2,HD 20794,0.97,0.654,3.639,2.799,1.556,0.514,25,7.048,False
HD 20794_21,HD 20794,0.97,0.654,0.408,2.061,1.426,0.056,14,0.265,False
HD 20794_23,HD 20794,0.97,0.654,1.575,24.79,3.39,0.617,10,2.007,False
HD 20794_24,HD 20794,0.97,0.654,0.999,0.142,0.575,0.304,12,1.014,True
HD 20794_25,HD 20794,0.97,0.654,3.07,12.75,2.451,0.288,30,5.462,False
HD 20794_30,HD 20794,0.97,0.654,3.164,3.257,1.34,0.523,14,5.714,False
HD 20794_31,HD 20794,0.97,0.654,0.327,1.079,0.894,0.367,12,0.19,False
HD 20794_33,HD 20794,0.97,0.654,0.386,0.686,0.821,0.656,6,0.243,False
HD 20794_39,HD 20794,0.97,0.654,0.602,0.478,0.823,0.265,24,0.474,False
HD 20794_40,HD 20794,0.97,0.654,0.482,1.363,1.164,0.392,18,0.34,False
HD 20794_5,HD 20794,0.97,0.654,0.899,2.97,1.445,0.306,36,0.865,True
HD 20794_54,HD 20794,0.97,0.654,0.601,0.546,0.811,0.317,15,0.473,False
HD 20794_56,HD 20794,0.97,0.654,0.606,4.216,1.802,0.154,36,0.479,False
HD 20794_61,HD 20794,0.97,0.654,1.342,1.679,1.326,0.631,2,1.578,False
HD 20794_62,HD 20794,0.97,0.654,0.414,0.924,0.625,0.231,12,0.27,False
HD 20794_64,HD 20794,0.97,0.654,0.446,3.118,1.461,0.426,12,0.302,False
HD 20794_68,HD 20794,0.97,0.654,0.953,2.499,1.946,0.578,36,0.945,False
HD 20794_7,HD 20794,0.97,0.654,2.42,13.58,2.697,0.363,15,3.822,False
HD 20794_70,HD 20794,0.97,0.654,0.448,10.61,2.912,0.632,8,0.304,False
HD 20794_72,HD 20794,0.97,0.654,0.587,0.157,0.505,0.432,7,0.457,False
HD 20794_73,HD 20794,0.97,0.654,2.441,3.244,1.401,0.32,20,3.872,False
HD 20794_74,HD 20794,0.97,0.654,0.71,0.384,0.723,0.245,10,0.607,False
HD 20794_75,HD 20794,0.97,0.654,2.625,5.835,1.777,0.293,36,4.318,False
HD 20794_77,HD 20794,0.97,0.654,0.711,0.617,1.14,0.333,17,0.609,False
HD 20794_84,HD 20794,0.97,0.654,1.511,9.35,2.683,0.127,27,1.886,False
HD 20794_91,HD 20794,0.97,0.654,0.72,9.878,3.038,0.548,25,0.62,False
HD 20794_92,HD 20794,0.97,0.654,1.41,1.868,0.946,0.37,24,1.7,False
HD 20794_93,HD 20794,0.97,0.654,3.868,11.0,2.633,0.478,33,7.724,False
HD 20794_96,HD 20794,0.97,0.654,1.471,0.373,0.77,0.186,8,1.811,False
HD 20794_99,HD 20794,0.97,0.654,1.196,2.619,1.515,0.578,5,1.328,False
HD 20807_1,HD 20807,1.07,1.017,1.014,0.289,0.948,0.135,32,0.987,True
HD 20807_10,HD 20807,1.07,1.017,3.306,9.776,2.649,0.181,35,5.811,False
HD 20807_11,HD 20807,1.07,1.017,4.472,8.068,2.559,0.105,36,9.142,False
HD 20807_12,HD 20807,1.07,1.017,1.852,2.394,1.658,0.242,29,2.437,False
HD 20807_15,HD 20807,1.07,1.017,0.695,8.514,2.387,0.376,17,0.56,False
HD 20807_17,HD 20807,1.07,1.017,2.225,8.981,2.717,0.711,31,3.209,False
HD 20807_18,HD 20807,1.07,1.017,0.806,2.492,1.849,0.43,15,0.7,False
HD 20807_20,HD 20807,1.07,1.017,1.466,0.266,0.751,0.296,5,1.716,False
HD 20807_24,HD 20807,1.07,1.017,1.428,3.429,1.656,0.689,16,1.65,False
HD 20807_27,HD 20807,1.07,1.017,1.813,4.344,1.65,0.052,22,2.36,False
HD 20807_30,HD 20807,1.07,1.017,1.459,0.373,0.852,0.061,6,1.704,True
HD 20807_35,HD 20807,1.07,1.017,1.678,2.627,1.366,0.18,27,2.101,False
HD 20807_4,HD 20807,1.07,1.017,0.718,7.642,2.249,0.198,21,0.588,False
HD 20807_40,HD 20807,1.07,1.017,1.468,0.404,0.731,0.171,2,1.719,True
HD 20807_41,HD 20807,1.07,1.017,1.32,0.576,0.792,0.363,14,1.466,False
HD 20807_44,HD 20807,1.07,1.017,1.124,9.052,3.161,0.233,22,1.152,True
HD 20807_47,HD 20807,1.07,1.017,1.321,1.685,1.038,0.377,36,1.468,False
HD 20807_53,HD 20807,1.07,1.017,2.692,1.799,1.282,0.18,26,4.27,False
HD 20807_55,HD 20807,1.07,1.017,3.896,4.197,1.523,0.442,3,7.434,False
HD 20807_56,HD 20807,1.07,1.017,0.655,1.129,1.097,0.28,16,0.512,False
HD 20807_6,HD 20807,1.07,1.017,1.76,1.079,1.147,0.261,13,2.257,False
HD 20807_63,HD 20807,1.07,1.017,0.941,0.643,0.797,0.339,21,0.882,False
HD 20807_66,HD 20807,1.07,1.017,3.827,9.015,3.11,0.366,35,7.238,False
HD 20807_75,HD 20807,1.07,1.017,1.835,20.43,2.986,0.397,28,2.403,False
HD 20807_79,HD 20807,1.07,1.017,2.216,1.822,1.315,0.324,33,3.189,False
HD 20807_81,HD 20807,1.07,1.017,1.15,3.907,1.737,0.119,27,1.192,True
HD 20807_82,HD 20807,1.07,1.017,0.596,2.533,1.03,0.345,7,0.445,False
HD 20807_85,HD 20807,1.07,1.017,1.945,2.603,1.365,0.231,9,2.622,False
HD 20807_87,HD 20807,1.07,1.017,2.255,4.662,1.939,0.306,8,3.274,False
HD 20807_88,HD 20807,1.07,1.017,3.523,22.29,3.089,0.275,18,6.393,False
HD 20807_89,HD 20807,1.07,1.017,0.756,3.242,1.488,0.162,20,0.635,False
HD 209100_10,HD 209100,0.72,0.222,1.659,2.119,1.636,0.194,24,2.518,False
HD 209100_13,HD 209100,0.72,0.222,1.518,0.163,0.774,0.169,6,2.204,False
HD 209100_14,HD 209100,0.72,0.222,0.846,3.245,1.417,0.436,20,0.917,False
HD 209100_16,HD 209100,0.72,0.222,2.733,11.69,2.53,0.25,10,5.325,False
HD 209100_17,HD 209100,0.72,0.222,0.328,9.415,3.199,0.408,18,0.221,False
HD 209100_19,HD 209100,0.72,0.222,1.394,0.548,0.965,0.406,9,1.94,False
HD 209100_2,HD 209100,0.72,0.222,0.453,0.018,0.522,0.111,20,0.359,True
HD 209100_23,HD 209100,0.72,0.222,0.19,0.539,0.981,0.249,2,0.098,False
HD 209100_25,HD 209100,0.72,0.222,2.747,6.006,2.444,0.094,28,5.366,False
HD 209100_26,HD 209100,0.72,0.222,0.791,9.499,2.613,0.408,36,0.829,False
HD 209100_28,HD 209100,0.72,0.222,0.49,1.794,1.223,0.454,26,0.404,False
HD 209100_31,HD 209100,0.72,0.222,1.622,0.126,0.598,0.217,5,2.435,False
HD 209100_33,HD 209100,0.72,0.222,1.335,8.089,2.522,0.482,36,1.818,False
HD 209100_34,HD 209100,0.72,0.222,1.524,0.437,0.741,0.045,13,2.217,False
HD 209100_36,HD 209100,0.72,0.222,0.63,5.078,2.185,0.322,36,0.589,True
HD 209100_4,HD 209100,0.72,0.222,0.274,5.209,2.355,0.129,36,0.169,False
HD 209100_48,HD 209100,0.72,0.222,1.095,1.598,0.766,0.131,20,1.35,False
HD 209100_5,HD 209100,0.72,0.222,2.143,16.93,3.261,0.102,36,3.697,False
HD 209100_51,HD 209100,0.72,0.222,0.826,0.752,0.824,0.118,34,0.885,False
HD 209100_56,HD 209100,0.72,0.222,0.211,6.256,1.314,0.218,7,0.114,False
HD 209100_59,HD 209100,0.72,0.222,1.351,3.615,2.61,0.093,21,1.851,False
HD 209100_6,HD 209100,0.72,0.222,1.052,1.788,1.362,0.29,21,1.272,False
HD 210302_22,HD 210302,1.25,2.918,4.121,5.215,2.146,0.365,21,7.483,False
HD 210302_24,HD 210302,1.25,2.918,1.204,1.505,1.244,0.466,8,1.182,False
HD 210302_28,HD 210302,1.25,2.918,2.67,4.728,2.052,0.046,21,3.902,True
HD 210302_40,HD 210302,1.25,2.918,1.08,1.47,0.868,0.243,8,1.004,False
HD 210302_45,HD 210302,1.25,2.918,1.482,3.74,1.619,0.303,15,1.614,False
HD 210302_61,HD 210302,1.25,2.918,3.449,9.064,3.201,0.274,3,5.729,False
HD 210302_63,HD 210302,1.25,2.918,2.215,1.563,1.562,0.352,22,2.949,True
HD 210302_72,HD 210302,1.25,2.918,1.006,0.359,0.599,0.32,3,0.902,False
HD 212330 A_14,HD 212330 A,1.02,2.726,2.431,8.925,2.937,0.43,12,3.753,False
HD 212330 A_16,HD 212330 A,1.02,2.726,1.297,4.001,2.165,0.315,13,1.463,False
HD 212330 A_22,HD 212330 A,1.02,2.726,4.382,13.32,2.599,0.238,3,9.083,False
HD 212330 A_27,HD 212330 A,1.02,2.726,6.246,12.96,3.12,0.369,36,15.456,False
HD 212330 A_28,HD 212330 A,1.02,2.726,2.195,13.88,3.088,0.207,25,3.22,True
HD 212330 A_29,HD 212330 A,1.02,2.726,3.694,7.049,2.663,0.205,36,7.03,False
HD 212330 A_35,HD 212330 A,1.02,2.726,0.921,3.348,1.359,0.526,6,0.875,False
HD 212330 A_4,HD 212330 A,1.02,2.726,1.304,8.799,2.472,0.545,9,1.474,False
HD 212330 A_61,HD 212330 A,1.02,2.726,4.438,3.454,1.862,0.398,3,9.257,False
HD 212330 A_67,HD 212330 A,1.02,2.726,4.315,8.506,2.347,0.411,24,8.875,False
HD 212330 A_70,HD 212330 A,1.02,2.726,0.973,1.177,1.462,0.59,18,0.95,False
HD 212330 A_9,HD 212330 A,1.02,2.726,1.855,8.393,2.378,0.135,29,2.502,True
HD 216803_12,HD 216803,0.72,0.196,1.456,4.157,1.703,0.298,10,2.071,False
HD 216803_20,HD 216803,0.72,0.196,1.056,5.562,2.305,0.276,32,1.279,False
HD 216803_27,HD 216803,0.72,0.196,2.234,2.206,1.606,0.429,1,3.935,False
HD 216803_28,HD 216803,0.72,0.196,4.269,1.002,1.226,0.419,15,10.395,False
HD 216803_29,HD 216803,0.72,0.196,2.268,0.79,1.037,0.417,4,4.025,False
HD 216803_30,HD 216803,0.72,0.196,1.863,0.397,0.999,0.137,3,2.997,False
HD 216803_32,HD 216803,0.72,0.196,0.552,9.513,2.364,0.232,16,0.483,True
HD 216803_36,HD 216803,0.72,0.196,2.338,6.846,2.229,0.419,28,4.213,False
HD 216803_37,HD 216803,0.72,0.196,0.679,0.135,0.667,0.528,22,0.659,False
HD 216803_41,HD 216803,0.72,0.196,0.785,1.4,0.897,0.43,15,0.82,False
HD 216803_42,HD 216803,0.72,0.196,3.398,16.15,3.327,0.327,36,7.382,False
HD 216803_44,HD 216803,0.72,0.196,0.893,0.073,0.65,0.032,6,0.995,False
HD 216803_48,HD 216803,0.72,0.196,0.659,0.636,0.772,0.38,16,0.63,False
HD 216803_52,HD 216803,0.72,0.196,1.054,0.247,0.688,0.302,20,1.275,False
HD 216803_59,HD 216803,0.72,0.196,0.572,5.497,2.229,0.177,16,0.51,True
HD 216803_62,HD 216803,0.72,0.196,0.627,0.36,0.629,0.439,13,0.585,False
HD 216803_65,HD 216803,0.72,0.196,3.477,7.412,2.723,0.394,36,7.641,False
HD 216803_68,HD 216803,0.72,0.196,2.045,5.278,1.124,0.466,15,3.446,False
HD 216803_7,HD 216803,0.72,0.196,1.053,12.86,2.606,0.592,25,1.273,False
