PlanetID,StarName,SMA_AU,ecc,Rp_REarth,Mp_MEarth,d_pc,M_sol,L_sol,Sep,PA,3dDist,PhaseFunc,PlanetContrast,tReq_s,tReq_hr,Cp_e_s,Cb_e_s,Csp_e_s,DetStatus_Ideal,DetStatus_ETC_3hr,DetStatus_ETC_12hr,DetStatus_ETC_24hr,DetStatus,NDet,NObs,LastObs
HD 160691_1,HD 160691,0.274,0.085,0.88,0.645,15.604,1.0,1.899,,,0.275619,0.181437,1.365270692739337e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.424651
HD 160691_2,HD 160691,0.346,0.144,0.58,0.053,15.604,1.0,1.899,,,0.357359,0.220032,4.141711986436096e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.424651
HD 160691_3,HD 160691,0.123,0.058,0.556,0.091,15.604,1.0,1.899,,,0.12403,0.338774,4.309079415828781e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.424651
HD 160691_4,HD 160691,2.415,0.073,1.777,2.687,15.604,1.0,1.899,,,2.239562,0.00951,3.952392011915703e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,3,6,2039.424651
HD 160691_6,HD 160691,2.937,0.058,2.424,6.338,15.604,1.0,1.899,,,3.103178,0.020187,6.79124819431236e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,4,6,2039.424651
HD 160691_7,HD 160691,3.23,0.098,2.375,5.354,15.604,1.0,1.899,0.101996,217.976943,3.231932,0.876178,3.1321317684206714e-10,651.4468748153631,0.18095746522648976,0.21219723352581793,0.3862048994042496,0.0005983322310639568,1,1,1,1,1,3,6,2039.424651
HD 156026_0,HD 156026,3.18,0.093,3.171,14.895,5.954,0.68,0.158,,,2.919514,0.083002,4.74156340496916e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,6,7,2039.427391
HD 156026_1,HD 156026,0.564,0.081,0.509,0.042,5.954,0.68,0.158,0.086732,334.51226,0.537629,0.177416,1.0959656909796131e-10,36087.51732446026,10.02431036790563,0.022496819200698112,0.3462619356439484,0.00033204580599528207,1,0,1,1,1,3,7,2039.427391
HD 156026_2,HD 156026,0.423,0.044,0.607,0.379,5.954,0.68,0.158,,,0.406484,0.697191,7.754029468717677e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.427391
HD 156026_3,HD 156026,1.001,0.06,2.318,7.224,5.954,0.68,0.158,0.145318,240.876088,0.965631,0.127876,5.252141003259409e-10,1312.677634771113,0.36463267632530916,0.1298684771167747,0.3219179107709964,0.00016975230684226867,1,1,1,1,1,7,7,2039.427391
HD 156026_5,HD 156026,1.693,0.124,2.972,9.407,5.954,0.68,0.158,0.215738,15.645116,1.48317,0.104817,2.3051856124496965e-10,5483.629083309009,1.5232303009191692,0.05829895118961376,0.3219020356971142,0.00016964647301638712,1,1,1,1,1,7,7,2039.427391
HD 219134_0,HD 219134,1.298,0.068,3.021,11.197,6.542,0.75,0.266,0.152278,146.552018,1.384119,0.759493,1.870145124040615e-09,72.46177882195931,0.020128271894988697,0.9291219216308084,0.347479937052693,0.0003401658153869125,1,1,1,1,1,7,7,2039.434892
HD 219134_1,HD 219134,0.107,0.06,0.589,0.114,6.542,0.75,0.266,,,0.113169,0.455418,7.942653348105298e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.434892
HD 219134_2,HD 219134,0.475,0.085,1.279,2.244,6.542,0.75,0.266,,,0.515064,0.754352,3.3913403786292137e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,4,7,2039.434892
HD 219134_3,HD 219134,2.999,0.067,1.913,4.52,6.542,0.75,0.266,,,2.878979,0.043753,1.1526910704364591e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,7,2039.434892
HD 219134_4,HD 219134,0.285,0.083,1.716,4.805,6.542,0.75,0.266,,,0.287698,0.337693,8.62840392597489e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.434892
HD 219134_5,HD 219134,1.823,0.052,1.09,4.144,6.542,0.75,0.266,,,1.786278,0.04734,1.3235259008501224e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,7,2039.434892
HD 219134_7,HD 219134,0.986,0.056,2.277,3.449,6.542,0.75,0.266,0.161334,301.242743,1.0412,0.229445,1.0408568479582266e-09,157.35682404596454,0.043710228901656815,0.5196287026732908,0.3474662356567025,0.0003400744727469757,1,1,1,1,1,7,7,2039.434892
HD 4614 A_0,HD 4614 A,4.718,0.051,1.358,3.151,5.01,1.14,1.252,,,4.478259,0.494605,3.8027015431468515e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.454207
HD 4614 A_1,HD 4614 A,0.651,0.133,0.728,0.235,5.01,1.14,1.252,0.077332,225.096034,0.726674,0.875216,6.802650777631917e-10,50.4068002760234,0.014001888965562054,1.6753379371784416,1.2101316392645804,0.006091177163466164,1,1,1,1,1,6,6,2039.454207
HD 4614 A_2,HD 4614 A,2.584,0.017,1.361,2.842,5.01,1.14,1.252,0.458967,266.279475,2.619848,0.592358,1.2438199694396603e-10,278.60874790662854,0.07739131886295238,0.437187919007267,0.6480447245500015,0.00234393106536897,1,1,1,1,1,3,6,2039.454207
HD 10360_0,HD 10360,0.111,0.132,2.009,6.936,8.189,0.78,0.345,,,0.124985,0.387371,5.899376446212678e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.487712
HD 10360_1,HD 10360,0.559,0.036,0.525,0.063,8.189,0.78,0.345,0.069599,87.132771,0.57443,0.303075,2.0707273963027725e-10,7397.794283743103,2.0549428565953063,0.055935160410685074,0.4120356455039956,0.000770537205062263,1,1,1,1,1,2,8,2039.487712
HD 10360_2,HD 10360,3.873,0.13,2.182,7.34,8.189,0.78,0.345,,,4.360293,0.438984,6.679183994213228e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,5,8,2039.487712
HD 10360_4,HD 10360,0.185,0.028,3.239,14.497,8.189,0.78,0.345,,,0.187476,0.209475,3.1184922973702925e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.487712
HD 10360_5,HD 10360,2.33,0.067,0.679,0.17,8.189,0.78,0.345,,,2.466267,0.682415,2.87065746104695e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.487712
HD 128167_0,HD 128167,1.283,0.14,1.15,1.29,15.756,1.39,3.182,0.086314,86.490039,1.427944,0.538497,2.451427846461025e-10,591.4589681767178,0.16429415782686604,0.2654784730048608,0.5830829184128498,0.0019108523577879579,1,1,1,1,1,4,6,2039.496715
HD 128167_2,HD 128167,3.433,0.063,1.328,2.483,15.756,1.39,3.182,,,3.237033,0.026029,2.2803356176300666e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.496715
HD 128167_3,HD 128167,4.878,0.117,2.132,5.678,15.756,1.39,3.182,,,4.362991,0.240284,3.3819461097971664e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,6,2039.496715
HD 128167_4,HD 128167,1.323,0.044,1.923,2.477,15.756,1.39,3.182,0.067001,217.891196,1.277233,0.620347,1.1043149395672997e-09,85.78363267304857,0.023828786853624603,0.9725146660854246,0.6826891081531604,0.002574893622723362,1,1,1,1,1,2,6,2039.496715
HD 88230_0,HD 88230,1.858,0.024,1.413,3.961,4.871,0.63,0.103,,,1.901576,0.133246,4.2965553522242696e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,5,8,2039.501685
HD 88230_1,HD 88230,0.369,0.102,2.613,14.391,4.871,0.63,0.103,,,0.405904,0.013001,3.4200818596858773e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.501685
HD 88230_2,HD 88230,0.941,0.058,0.511,0.079,4.871,0.63,0.103,,,0.981166,0.26188,4.573408867178613e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,6,8,2039.501685
HD 88230_3,HD 88230,1.397,0.055,1.541,3.057,4.871,0.63,0.103,0.261209,176.228953,1.426158,0.567553,4.0500301514026743e-10,2951.9902116102235,0.8199972810028399,0.08126927144841771,0.31657544082394645,0.00013413584052860236,1,1,1,1,1,8,8,2039.501685
HD 88230_4,HD 88230,0.683,0.12,0.831,0.221,4.871,0.63,0.103,0.134978,270.562278,0.664905,0.209318,2.4371607429810303e-10,8049.197245759457,2.2358881238220714,0.04706677781013114,0.3166895731879598,0.00013489672295535787,1,1,1,1,1,4,8,2039.501685
HD 88230_5,HD 88230,2.552,0.09,1.594,2.912,4.871,0.63,0.103,0.424082,51.966078,2.780462,0.73478,1.5329222532259052e-10,17926.226738919548,4.979507427477652,0.030829991804873936,0.31657544082394645,0.00013413584052860236,1,0,1,1,1,6,8,2039.501685
HD 88230_6,HD 88230,2.842,0.103,0.661,0.567,4.871,0.63,0.103,,,2.55409,0.591396,3.031610852810735e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.501685
HD 166_0,HD 166,1.592,0.09,1.08,2.182,13.766,0.94,0.647,,,1.613463,0.25084,7.806885792579519e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,6,2039.520499
HD 166_1,HD 166,0.635,0.021,0.515,0.062,13.766,0.94,0.647,,,0.640293,0.41284,1.705035367704546e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.520499
HD 84737_0,HD 84737,0.596,0.087,1.352,1.551,18.823,1.08,2.795,,,0.57521,0.042154,1.4402821079499533e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 84737_1,HD 84737,3.025,0.071,1.189,1.926,18.823,1.08,2.795,,,2.932428,0.999363,8.90954640260789e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 84737_2,HD 84737,1.078,0.014,1.079,0.698,18.823,1.08,2.795,,,1.062909,0.329529,2.5559045713802867e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 84737_3,HD 84737,3.774,0.025,0.833,0.848,18.823,1.08,2.795,,,3.805802,0.757213,2.7566518729600175e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 84737_4,HD 84737,0.254,0.074,3.133,13.741,18.823,1.08,2.795,,,0.270506,0.046113,4.364083187173254e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 84737_5,HD 84737,2.993,0.205,0.508,0.086,18.823,1.08,2.795,,,2.75123,0.214982,4.532963583842015e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.541957
HD 95735_0,HD 95735,0.673,0.041,0.901,1.876,2.546,0.44,0.02,,,0.692516,0.009864,1.1900669836961431e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,8,2039.547433
HD 95735_2,HD 95735,0.392,0.078,0.638,0.252,2.546,0.44,0.02,0.150578,265.619236,0.422419,0.580635,8.792053436161397e-10,3146.3276010400546,0.8739798891777929,0.07720053350090389,0.3054792677311306,6.016135324316326e-05,1,1,1,1,1,7,8,2039.547433
HD 95735_3,HD 95735,0.164,0.146,0.847,1.655,2.546,0.44,0.02,0.070574,208.94608,0.184688,0.166413,2.8946188809500104e-09,892.7013152253206,0.24797258756258905,0.16324355628378726,0.32222222575446025,0.00017178107339869397,1,1,1,1,1,7,8,2039.547433
HD 95735_4,HD 95735,2.481,0.023,1.454,2.402,2.546,0.44,0.02,0.659557,208.293845,2.532934,0.786865,1.895128298967594e-10,54124.407675467475,15.034557687629855,0.017094051024688656,0.3054756786342448,6.0137425930591304e-05,1,0,0,1,1,2,8,2039.547433
HD 95735_6,HD 95735,0.163,0.047,1.008,2.764,2.546,0.44,0.02,,,0.17054,0.005003,1.156994764924872e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.547433
HD 212330 A_0,HD 212330 A,1.747,0.031,3.281,9.208,20.34,1.02,2.726,0.076634,150.215378,1.70426,0.171444,4.148756861933707e-10,821.1506216679852,0.22809739490777367,0.19515932213377946,0.4423353589906847,0.000972535294973524,1,1,1,1,1,4,6,2039.550224
HD 134083_0,HD 134083,0.116,0.07,1.9,7.058,19.536,1.33,3.255,,,0.121149,0.676613,1.1469506012435562e-07,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.561076
HD 134083_1,HD 134083,0.36,0.097,1.358,2.746,19.536,1.33,3.255,,,0.39274,0.511993,3.585984936752755e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.561076
HD 134083_3,HD 134083,0.749,0.13,0.881,0.684,19.536,1.33,3.255,,,0.840203,0.188156,1.3094172357661577e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.561076
HD 134083_4,HD 134083,0.959,0.114,0.591,0.338,19.536,1.33,3.255,,,0.912387,0.402722,1.3269747928377273e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.561076
HD 10780_0,HD 10780,0.841,0.11,1.077,1.181,10.041,0.9,0.516,0.084838,290.32543,0.913566,0.139589,1.0344315921673514e-10,14774.50727871362,4.104029799642672,0.03824482066502608,0.39624080004463424,0.0006652382353331876,1,0,1,1,1,4,7,2039.588899
HD 10780_3,HD 10780,2.25,0.098,1.348,1.367,10.041,0.9,0.516,,,2.0572,0.017754,4.5347336313266e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,3,7,2039.588899
HD 10780_4,HD 10780,2.669,0.102,2.513,12.001,10.041,0.9,0.516,0.24395,162.492218,2.405275,0.297815,2.317105935143067e-10,1874.5507615309427,0.5207085448697063,0.10876021805722964,0.3435784079281928,0.0003141556212235776,1,1,1,1,1,5,7,2039.588899
HD 7570_0,HD 7570,3.031,0.054,1.134,3.652,15.261,1.14,2.004,,,3.068117,0.772846,6.912490764163871e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.59221
HD 7570_1,HD 7570,0.15,0.071,0.941,0.218,15.261,1.14,2.004,,,0.139354,0.577306,2.2486503895976594e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.59221
HD 7570_2,HD 7570,1.977,0.063,1.73,3.716,15.261,1.14,2.004,,,2.10155,0.01867,8.329315406684793e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.59221
HD 7570_3,HD 7570,3.034,0.079,1.364,1.913,15.261,1.14,2.004,,,3.267916,0.518948,6.116062112505221e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.59221
HD 7570_4,HD 7570,0.569,0.099,0.726,0.483,15.261,1.14,2.004,,,0.564252,0.132399,1.522513365470032e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.59221
HD 26965 A_1,HD 26965 A,0.482,0.058,1.38,2.403,5.01,0.86,0.41,0.073206,298.224792,0.45422,0.658356,4.662080930468176e-09,11.896259664756252,0.0033045165735434033,4.704766257528071,0.6690711950635994,0.002484107535459622,1,1,1,1,1,8,8,2039.598071
HD 26965 A_2,HD 26965 A,0.345,0.049,0.5,0.06,5.01,0.86,0.41,0.064912,187.344954,0.336208,0.369,6.053776415296672e-10,219.1803508734054,0.060883430798168166,0.5269460865563135,0.7134070316980777,0.0027796797796894772,1,1,1,1,1,6,8,2039.598071
HD 203608_0,HD 203608,2.203,0.092,1.79,3.488,9.258,1.14,1.466,,,2.402296,0.11118,5.060250274212707e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,4,8,2039.613808
HD 203608_1,HD 203608,2.342,0.1,0.502,0.104,9.258,1.14,1.466,,,2.11036,0.037031,1.706329160272686e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.613808
HD 203608_2,HD 203608,2.74,0.062,1.086,1.189,9.258,1.14,1.466,,,2.788883,0.669789,8.675801869195659e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2039.613808
HD 203608_5,HD 203608,4.293,0.038,0.929,0.698,9.258,1.14,1.466,,,4.194601,0.708272,3.1126425118380613e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.613808
HD 203608_6,HD 203608,0.526,0.072,0.985,0.486,9.258,1.14,1.466,,,0.546974,0.524744,8.919425615491966e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,1,8,2039.613808
HD 136352_0,HD 136352,1.127,0.083,0.501,0.05,14.739,1.02,1.029,,,1.162093,0.711804,9.645663181490309e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.617269
HD 136352_2,HD 136352,0.995,0.082,1.549,3.519,14.739,1.02,1.029,,,1.07322,0.000377,6.106964179637512e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2039.617269
HD 136352_3,HD 136352,3.774,0.069,2.041,4.78,14.739,1.02,1.029,,,3.938454,0.13076,2.3883282061208483e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,2,7,2039.617269
HD 136352_4,HD 136352,1.831,0.068,0.826,0.342,14.739,1.02,1.029,,,1.946844,0.095825,1.2075755778175766e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,1,7,2039.617269
HD 58855_0,HD 58855,3.917,0.055,2.746,11.124,20.402,1.16,2.445,,,3.701797,0.010886,4.139341869016693e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,4,6,2039.620242
HD 58855_3,HD 58855,0.12,0.023,0.846,0.314,20.402,1.16,2.445,,,0.120716,0.128785,3.15471308249793e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 58855_4,HD 58855,1.787,0.062,0.53,0.101,20.402,1.16,2.445,,,1.768585,0.969893,5.339401588629286e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 58855_5,HD 58855,2.753,0.078,0.74,0.361,20.402,1.16,2.445,,,2.840022,0.918815,3.7108563779006886e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 58855_6,HD 58855,3.408,0.008,0.67,0.197,20.402,1.16,2.445,,,3.435264,0.210963,4.468131038635241e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 58855_7,HD 58855,0.511,0.017,1.169,2.72,20.402,1.16,2.445,,,0.517002,0.573342,2.147789701367323e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 58855_8,HD 58855,3.679,0.02,1.665,3.725,20.402,1.16,2.445,,,3.737955,0.138998,1.1754111502258974e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.620242
HD 1581_1,HD 1581,1.541,0.046,2.633,10.663,8.607,1.11,1.262,,,1.586071,0.044918,6.488222726140443e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,5,7,2039.625099
HD 1581_2,HD 1581,0.181,0.101,0.988,1.538,8.607,1.11,1.262,,,0.174759,0.349123,6.638017106025232e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.625099
HD 1581_3,HD 1581,1.491,0.126,2.76,10.6,8.607,1.11,1.262,0.105845,152.690221,1.462114,0.806313,2.2198356026377486e-09,16.120782532093894,0.00447799514780386,3.4732676848157946,0.4955709561908516,0.00132743927630797,1,1,1,1,1,5,7,2039.625099
HD 1581_4,HD 1581,0.208,0.109,2.378,6.033,8.607,1.11,1.262,,,0.20794,0.7035,4.138249147819098e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.625099
HD 156026_0,HD 156026,3.18,0.093,3.171,14.895,5.954,0.68,0.158,,,2.895579,0.043299,2.5145538866522687e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,6,8,2039.643139
HD 156026_1,HD 156026,0.564,0.081,0.509,0.042,5.954,0.68,0.158,0.085432,160.819838,0.575772,0.601832,3.241496111719765e-10,4709.796876330993,1.3082769100919425,0.06566723148218659,0.34825112160471816,0.00034530704573374713,1,1,1,1,1,4,8,2039.643139
HD 156026_2,HD 156026,0.423,0.044,0.607,0.379,5.954,0.68,0.158,0.075274,105.830618,0.427382,0.343398,3.454831058242934e-10,5998.722624757755,1.6663118402104873,0.058980973594620935,0.36562285857473337,0.0004611186255338483,1,1,1,1,1,1,8,2039.643139
HD 156026_3,HD 156026,1.001,0.06,2.318,7.224,5.954,0.68,0.158,0.136064,191.365194,0.942621,0.570172,2.457552013443545e-09,123.78314723096591,0.0343842075641572,0.6061102487254351,0.32193045523765934,0.00016983593662002136,1,1,1,1,1,8,8,2039.643139
HD 156026_5,HD 156026,1.693,0.124,2.972,9.407,5.954,0.68,0.158,0.210241,330.410174,1.51342,0.088713,1.8738148593466588e-10,8069.556753462235,2.2415435426283987,0.0473676167339014,0.32190203569761666,0.000169646473019737,1,1,1,1,1,8,8,2039.643139
HD 46588 A_0,HD 46588 A,1.961,0.092,1.375,5.123,18.202,1.18,1.826,0.093837,254.894725,1.80892,0.411652,1.639201203763495e-10,3468.0690666006053,0.9633525185001681,0.08030950842615601,0.37521831810833345,0.0005250883557578488,1,1,1,1,1,3,8,2039.652452
HD 46588 A_2,HD 46588 A,0.149,0.051,1.651,3.767,18.202,1.18,1.826,,,0.156153,0.926685,6.218758040325302e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 46588 A_4,HD 46588 A,0.634,0.042,1.252,1.899,18.202,1.18,1.826,,,0.634506,0.194518,5.192067918106263e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 46588 A_5,HD 46588 A,0.119,0.052,0.593,0.101,18.202,1.18,1.826,,,0.119272,0.321498,5.635583953745311e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 46588 A_6,HD 46588 A,0.647,0.045,2.121,5.747,18.202,1.18,1.826,,,0.622892,0.012604,7.262164924285203e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 46588 A_7,HD 46588 A,1.085,0.088,1.256,5.584,18.202,1.18,1.826,,,1.180444,0.00281,2.2851463615463635e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 46588 A_8,HD 46588 A,2.008,0.017,0.521,0.08,18.202,1.18,1.826,,,2.032889,0.315791,1.4708769939362337e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.652452
HD 53705_0,HD 53705,0.273,0.081,1.735,2.717,17.059,1.04,1.49,,,0.253512,0.910992,3.2270479522525084e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.688886
HD 53705_1,HD 53705,2.604,0.083,3.306,16.05,17.059,1.04,1.49,0.152106,179.005322,2.679467,0.156408,1.7446237912640568e-10,2932.2560241552383,0.8145155622653439,0.0849484557893693,0.3465583421928157,0.00033402184965439745,1,1,1,1,1,6,6,2039.688886
HD 53705_2,HD 53705,1.597,0.089,2.478,13.971,17.059,1.04,1.49,0.082474,341.654949,1.4816,0.170527,3.8931207407578046e-10,1190.1569811141007,0.33059916142058354,0.15146324293362168,0.4051269149692164,0.0007244790014970682,1,1,1,1,1,6,6,2039.688886
HD 53705_3,HD 53705,0.715,0.026,1.359,2.038,17.059,1.04,1.49,,,0.731869,0.444642,9.815431665811403e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.688886
HD 53705_4,HD 53705,0.527,0.092,2.437,10.745,17.059,1.04,1.49,,,0.512104,0.384454,5.4792457637967625e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.688886
HD 65907 A_0,HD 65907 A,0.584,0.099,0.585,0.122,16.172,1.11,1.29,,,0.569456,0.450119,3.325510561192321e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.691626
HD 65907 A_1,HD 65907 A,1.316,0.075,0.982,3.131,16.172,1.11,1.29,0.078859,94.609881,1.322999,0.428422,1.5625027065548756e-10,6889.8936362142185,1.9138593433928386,0.05774204264430954,0.40730912919219125,0.0007390270963169009,1,1,1,1,1,3,8,2039.691626
HD 65907 A_2,HD 65907 A,1.009,0.058,1.202,5.136,16.172,1.11,1.29,0.063054,49.288525,1.007759,0.334987,3.09427515412506e-10,3947.2244439118526,1.096451234419959,0.080828878675647,0.44176157108702485,0.0009687100422824581,1,1,1,1,1,5,8,2039.691626
HD 95128_1,HD 95128,2.285,0.074,0.586,0.282,13.887,1.07,1.577,,,2.326664,0.02178,9.3215942978543e-13,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 95128_2,HD 95128,4.586,0.035,0.538,0.083,13.887,1.07,1.577,,,4.513767,0.67643,4.374562706218429e-12,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 95128_3,HD 95128,0.343,0.031,2.771,10.086,13.887,1.07,1.577,,,0.348954,0.032906,1.2682137885688475e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 95128_4,HD 95128,2.15,0.173,1.218,6.511,13.887,1.07,1.577,0.087008,147.256977,1.807997,0.757281,2.2065387552587646e-10,1248.8227706276432,0.3468952140632342,0.15120295019605381,0.4304736466151411,0.0008934572124698998,1,1,1,1,1,2,8,2039.713056
HD 95128_5,HD 95128,0.6,0.105,2.299,8.137,13.887,1.07,1.577,,,0.537371,0.120267,1.5250733665924008e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 95128_6,HD 95128,0.335,0.024,2.419,8.582,13.887,1.07,1.577,,,0.335476,0.623077,2.508825488109277e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 95128_7,HD 95128,0.847,0.089,1.394,3.129,13.887,1.07,1.577,,,0.784018,0.100186,1.8841074360955337e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,3,8,2039.713056
HD 95128_8,HD 95128,0.588,0.034,2.182,8.46,13.887,1.07,1.577,,,0.568643,0.31894,3.1428039347797183e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.713056
HD 142860_0,HD 142860,0.405,0.081,2.385,6.459,11.254,1.25,3.039,,,0.372307,0.55639,1.5694396009801285e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.715796
HD 142860_2,HD 142860,3.184,0.073,1.146,0.989,11.254,1.25,3.039,,,3.039778,0.503706,4.9339930103834256e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.715796
HD 142860_3,HD 142860,0.465,0.068,1.963,1.786,11.254,1.25,3.039,,,0.496584,0.057289,6.153418063123741e-10,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.715796
HD 142860_5,HD 142860,0.92,0.074,2.443,8.017,11.254,1.25,3.039,0.063674,174.903429,0.851922,0.122017,7.788699442955292e-10,78.91843358599253,0.021921787107220148,1.1579973309242753,0.9999868295590204,0.004690211765429096,1,1,1,1,1,4,7,2039.715796
HD 142860_6,HD 142860,0.627,0.092,3.102,5.436,11.254,1.25,3.039,,,0.57993,0.551827,8.447128694042893e-09,inf,inf,0.0,inf,inf,0,0,0,0,0,0,7,2039.715796
HD 102365_0,HD 102365,1.154,0.024,2.235,11.472,9.319,1.02,0.844,0.118461,296.263302,1.145618,0.466126,9.556237654021766e-10,87.05827970148006,0.02418285547263335,0.8296536415365505,0.39325713640776677,0.0006453471444207378,1,1,1,1,1,8,8,2039.732761
HD 102365_1,HD 102365,4.021,0.031,1.113,0.834,9.319,1.02,0.844,,,3.913927,0.763782,3.819799376298867e-11,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.732761
HD 102365_2,HD 102365,0.113,0.031,0.976,0.303,9.319,1.02,0.844,,,0.111283,0.22311,1.1080558609266713e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,8,2039.732761
HD 4628_0,HD 4628,0.299,0.054,1.741,4.304,7.435,0.78,0.3,,,0.286639,0.416179,1.3839383403676785e-08,inf,inf,0.0,inf,inf,0,0,0,0,0,0,6,2039.743553
